Dataset_id,Name,Provider,Snippet,Tags,DOI,Website
Dataset_362,MERRA-2 M2T1NXAER: Aerosol Diagnostics V5.12.4,NASA/MERRA,NASA/GSFC/MERRA/aer/2,"aerosol, carbon, dust, mass, merra, nasa, sea-salt, so2, so4",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_aer_2
Dataset_363,MERRA-2 M2I3NVAER: Aerosol Mixing Ratio V5.12.4,NASA/MERRA,NASA/GSFC/MERRA/aer_nv/2,"aerosol, dust, mass, merra, nasa, sea-salt, so2, so4",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_aer_nv_2
Dataset_364,MERRA-2 M2T1NXFLX: Surface Flux Diagnostics V5.12.4,NASA/MERRA,NASA/GSFC/MERRA/flx/2,"merra, sea-salt, so2, so4, soil-moisture",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_flx_2
Dataset_365,MERRA-2 M2T1NXLND: Land Surface Diagnostics V5.12.4,NASA/MERRA,NASA/GSFC/MERRA/lnd/2,"evaporation, ice, merra, temperature",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_lnd_2
Dataset_366,MERRA-2 M2T1NXRAD: Radiation Diagnostics V5.12.4,NASA/MERRA,NASA/GSFC/MERRA/rad/2,"albedo, emissivity, merra, shortwave, temperature",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_rad_2
Dataset_367,MERRA-2 M2T1NXSLV: Single-Level Diagnostics V5.12.4,NASA/MERRA,NASA/GSFC/MERRA/slv/2,"humidity, merra, nasa, pressure, temperature, vapor, water, wind",,https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_slv_2
Dataset_368,HLSL30: HLS-2 Landsat Operational Land Imager Surface Reflectance and TOA Brightness Daily Global 30m,USGS,NASA/HLS/HLSL30/v002,"landsat, nasa, sentinel, usgs",https://doi.org/10.5067/HLS/HLSL30.002,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSL30_v002
Dataset_369,"Global Forest Canopy Height, 2005",NASA/JPL,NASA/JPL/global_forest_canopy_height_2005,"forest, geophysical, jpl, nasa",,https://developers.google.com/earth-engine/datasets/catalog/NASA_JPL_global_forest_canopy_height_2005
Dataset_370,Global Forest Cover Change (GFCC) Tree Cover Multi-Year Global 30m,NASA LP DAAC at the USGS EROS Center,NASA/MEASURES/GFCC/TC/v3,"forest, glcf, landsat-derived, nasa, umd",https://doi.org/10.5067/MEaSUREs/GFCC/GFCC30TC.003,https://developers.google.com/earth-engine/datasets/catalog/NASA_MEASURES_GFCC_TC_v3
Dataset_371,NASADEM: NASA NASADEM Digital Elevation 30m,NASA / USGS / JPL-Caltech,NASA/NASADEM_HGT/001,"dem, elevation, geophysical, nasa, srtm, topography, usgs",,https://developers.google.com/earth-engine/datasets/catalog/NASA_NASADEM_HGT_001
Dataset_372,NEX-DCP30: NASA Earth Exchange Downscaled Climate Projections,NASA / Climate Analytics Group,NASA/NEX-DCP30,"cag, climate, cmip5, geophysical, nasa, nex, precipitation, temperature",,https://developers.google.com/earth-engine/datasets/catalog/NASA_NEX-DCP30
Dataset_373,NEX-DCP30: Ensemble Stats for NASA Earth Exchange Downscaled Climate Projections,NASA / Climate Analytics Group,NASA/NEX-DCP30_ENSEMBLE_STATS,"cag, climate, cmip5, geophysical, nasa, nex, precipitation, temperature",,https://developers.google.com/earth-engine/datasets/catalog/NASA_NEX-DCP30_ENSEMBLE_STATS
Dataset_374,NEX-GDDP: NASA Earth Exchange Global Daily Downscaled Climate Projections,NASA /  Climate Analytics Group,NASA/NEX-GDDP,"cag, climate, cmip5, gddp, geophysical, nasa, nex, precipitation, temperature",,https://developers.google.com/earth-engine/datasets/catalog/NASA_NEX-GDDP
Dataset_375,NLDAS-2: North American Land Data Assimilation System Forcing Fields,NASA GES DISC at NASA Goddard Space Flight Center,NASA/NLDAS/FORA0125_H002,"climate, evaporation, forcing, geophysical, hourly, humidity, ldas, nasa, precipitation, pressure, radiation, temperature, wind",,https://developers.google.com/earth-engine/datasets/catalog/NASA_NLDAS_FORA0125_H002
Dataset_376,Ocean Color SMI: Standard Mapped Image MODIS Aqua Data,NASA OB.DAAC at NASA Goddard Space Flight Center,NASA/OCEANDATA/MODIS-Aqua/L3SMI,"biology, chlorophyll, climate, modis, nasa, ocean, oceandata, reflectance, sst, temperature, weather",https://doi.org/10.5067/AQUA/MODIS/L3M/CHL/2018,https://developers.google.com/earth-engine/datasets/catalog/NASA_OCEANDATA_MODIS-Aqua_L3SMI
Dataset_377,Ocean Color SMI: Standard Mapped Image MODIS Terra Data,NASA OB.DAAC at NASA Goddard Space Flight Center,NASA/OCEANDATA/MODIS-Terra/L3SMI,"biology, chlorophyll, climate, modis, nasa, ocean, oceandata, reflectance, sst, temperature, weather",https://doi.org/10.5067/GHMDT-2PJ19,https://developers.google.com/earth-engine/datasets/catalog/NASA_OCEANDATA_MODIS-Terra_L3SMI
Dataset_378,Ocean Color SMI: Standard Mapped Image SeaWiFS Data,NASA OB.DAAC at NASA Goddard Space Flight Center,NASA/OCEANDATA/SeaWiFS/L3SMI,"biology, chlorophyll, climate, nasa, ocean, oceandata, reflectance, temperature, weather",https://doi.org/10.5067/ORBVIEW-2/SEAWIFS/L3M/CHL/2018,https://developers.google.com/earth-engine/datasets/catalog/NASA_OCEANDATA_SeaWiFS_L3SMI
Dataset_379,Daymet V4: Daily Surface Weather and Climatological Summaries,NASA ORNL DAAC at Oak Ridge National Laboratory,NASA/ORNL/DAYMET_V4,"climate, daily, daylight, flux, geophysical, nasa, ornl, precipitation, radiation, snow, temperature, vapor, water, weather",https://doi.org/10.3334/ORNLDAAC/1840,https://developers.google.com/earth-engine/datasets/catalog/NASA_ORNL_DAYMET_V4
Dataset_380,Global Aboveground and Belowground Biomass Carbon Density Maps,NASA ORNL DAAC at Oak Ridge National Laboratory,NASA/ORNL/biomass_carbon_density/v1,"aboveground, biomass, carbon, density, forest, nasa, ornl, vegetation",https://doi.org/10.3334/ORNLDAAC/1763,https://developers.google.com/earth-engine/datasets/catalog/NASA_ORNL_biomass_carbon_density_v1
Dataset_381,SPL3SMP_E.005 SMAP L3 Radiometer Global Daily 9 km Soil Moisture,Google and NSIDC,NASA/SMAP/SPL3SMP_E/005,"drought, nasa, smap, soil-moisture, surface, weather",https://doi.org/10.1016/j.rse.2017.08.025,https://developers.google.com/earth-engine/datasets/catalog/NASA_SMAP_SPL3SMP_E_005
Dataset_382,SPL4SMGP.007 SMAP L4 Global 3-hourly 9-km Surface and Root Zone Soil Moisture,Google and NSIDC,NASA/SMAP/SPL4SMGP/007,"drought, nasa, smap, soil-moisture, surface, weather",,https://developers.google.com/earth-engine/datasets/catalog/NASA_SMAP_SPL4SMGP_007
Dataset_383,NASA-USDA Enhanced SMAP Global Soil Moisture Data,NASA GSFC,NASA_USDA/HSL/SMAP10KM_soil_moisture,"geophysical, nasa, smap, soil, soil-moisture, usda",https://doi.org/10.1029/2012GL053470,https://developers.google.com/earth-engine/datasets/catalog/NASA_USDA_HSL_SMAP10KM_soil_moisture
Dataset_384,"NCEP/NCAR Reanalysis Data, Sea-Level Pressure",NCEP,NCEP_RE/sea_level_pressure,"atmosphere, climate, geophysical, ncep, noaa, pressure, reanalysis",,https://developers.google.com/earth-engine/datasets/catalog/NCEP_RE_sea_level_pressure
Dataset_385,"NCEP/NCAR Reanalysis Data, Surface Temperature",NCEP,NCEP_RE/surface_temp,"atmosphere, climate, geophysical, ncep, noaa, reanalysis, temperature",,https://developers.google.com/earth-engine/datasets/catalog/NCEP_RE_surface_temp
Dataset_386,"NCEP/NCAR Reanalysis Data, Water Vapor",NCEP,NCEP_RE/surface_wv,"atmosphere, climate, geophysical, ncep, noaa, reanalysis, vapor",,https://developers.google.com/earth-engine/datasets/catalog/NCEP_RE_surface_wv
Dataset_387,"NOAA CDR: Ocean Near-Surface Atmospheric Properties, Version 2",NOAA,NOAA/CDR/ATMOS_NEAR_SURFACE/V2,"atmospheric, cdr, hourly, humidity, noaa, ocean, osb, wind",https://doi.org/10.7289/V55T3HH0,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_ATMOS_NEAR_SURFACE_V2
Dataset_388,"NOAA CDR AVHRR AOT: Daily Aerosol Optical Thickness Over Global Oceans, v03",NOAA,NOAA/CDR/AVHRR/AOT/V3,"aerosol, atmospheric, avhrr, cdr, daily, noaa, optical, pollution",https://doi.org/10.7289/V5BZ642P,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_AVHRR_AOT_V3
Dataset_389,"NOAA CDR AVHRR LAI FAPAR: Leaf Area Index and Fraction of Absorbed Photosynthetically Active Radiation, Version 5",NOAA,NOAA/CDR/AVHRR/LAI_FAPAR/V5,"avhrr, cdr, daily, fapar, lai, land, noaa",https://doi.org/10.7289/V5M043BX,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_AVHRR_LAI_FAPAR_V5
Dataset_390,"NOAA CDR AVHRR NDVI: Normalized Difference Vegetation Index, Version 5",NOAA,NOAA/CDR/AVHRR/NDVI/V5,"avhrr, cdr, daily, land, ndvi, noaa",https://doi.org/10.7289/V5PZ56R6,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_AVHRR_NDVI_V5
Dataset_391,"NOAA CDR AVHRR: Surface Reflectance, Version 5",NOAA,NOAA/CDR/AVHRR/SR/V5,"avhrr, cdr, daily, land, noaa, reflectance, sr",https://doi.org/10.7289/V53776Z4,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_AVHRR_SR_V5
Dataset_392,NOAA CDR GRIDSAT-B1: Geostationary IR Channel Brightness Temperature,NOAA,NOAA/CDR/GRIDSAT-B1/V2,"brightness, cdr, infrared, noaa, reflectance, sr",https://doi.org/10.1175/2011BAMS3039.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_GRIDSAT-B1_V2
Dataset_393,"NOAA CDR: Ocean Heat Fluxes, Version 2",NOAA,NOAA/CDR/HEAT_FLUXES/V2,"atmospheric, cdr, flux, heat, hourly, noaa, ocean, osb",https://doi.org/10.7289/V59K4885,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_HEAT_FLUXES_V2
Dataset_394,NOAA CDR OISST v02r01: Optimum Interpolation Sea Surface Temperature,NOAA,NOAA/CDR/OISST/V2_1,"avhrr, cdr, daily, ice, noaa, ocean, oisst, sst, temperature",https://doi.org/10.7289/V5SQ8XB5,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_OISST_V2_1
Dataset_395,"NOAA CDR PATMOSX: Cloud Properties, Reflectance, and Brightness Temperatures, Version 5.3",NOAA,NOAA/CDR/PATMOSX/V53,"atmospheric, avhrr, brightness, cdr, cloud, noaa, optical, reflectance, temperature",https://doi.org/10.7289/V5348HCK,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_PATMOSX_V53
Dataset_396,NOAA AVHRR Pathfinder Version 5.3 Collated Global 4km Sea Surface Temperature,NOAA,NOAA/CDR/SST_PATHFINDER/V53,"avhrr, noaa, sst, temperature, wind",https://doi.org/10.7289/V52J68XX,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_SST_PATHFINDER_V53
Dataset_397,"NOAA CDR WHOI: Sea Surface Temperature, Version 2",NOAA,NOAA/CDR/SST_WHOI/V2,"atmospheric, cdr, hourly, noaa, ocean, oisst, osb, sst",https://doi.org/10.7289/V5FB510W,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_SST_WHOI_V2
Dataset_398,CFSR: Climate Forecast System Reanalysis,NOAA NWS National Centers for Environmental Prediction (NCEP),NOAA/CFSR,"climate, daylight, flux, forecast, geophysical, ncep, noaa, nws, precipitation, radiation, snow, temperature, vapor, water, weather",https://doi.org/10.5065/D6513W89,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CFSR
Dataset_399,"CFSV2: NCEP Climate Forecast System Version 2, 6-Hourly Products",NOAA NWS National Centers for Environmental Prediction (NCEP),NOAA/CFSV2/FOR6H,"climate, daylight, flux, forecast, geophysical, ncep, noaa, nws, precipitation, radiation, snow, temperature, vapor, water, weather",https://doi.org/10.5065/D61C1TXF,https://developers.google.com/earth-engine/datasets/catalog/NOAA_CFSV2_FOR6H
Dataset_400,"DMSP OLS: Global Radiance-Calibrated Nighttime Lights Version 4, Defense Meteorological Program Operational Linescan System","Earth Observation Group, Payne Institute for Public Policy, Colorado School of Mines",NOAA/DMSP-OLS/CALIBRATED_LIGHTS_V4,"dmsp, eog, imagery, lights, nighttime, ols, radiance, visible, yearly",,https://developers.google.com/earth-engine/datasets/catalog/NOAA_DMSP-OLS_CALIBRATED_LIGHTS_V4
Dataset_401,"DMSP OLS: Nighttime Lights Time Series Version 4, Defense Meteorological Program Operational Linescan System","Earth Observation Group, Payne Institute for Public Policy, Colorado School of Mines",NOAA/DMSP-OLS/NIGHTTIME_LIGHTS,"dmsp, eog, imagery, lights, nighttime, ols, visible, yearly",,https://developers.google.com/earth-engine/datasets/catalog/NOAA_DMSP-OLS_NIGHTTIME_LIGHTS
Dataset_402,GFS: Global Forecast System 384-Hour Predicted Atmosphere Data,NOAA/NCEP/EMC,NOAA/GFS0P25,"climate, cloud, flux, forecast, geophysical, humidity, ncep, noaa, precipitation, radiation, temperature, vapor, weather, wind",https://doi.org/10.1016/j.jqsrt.2004.05.058,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GFS0P25
Dataset_403,GOES-16 FDCC Series ABI Level 2 Fire/Hot Spot Characterization CONUS,NOAA,NOAA/GOES/16/FDCC,"abi, climate, fdc, fire, goes, goes-16, goes-east, goes-r, hotspot, nesdis, noaa, ospo, wildfire",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_16_FDCC
Dataset_404,GOES-16 FDCF Series ABI Level 2 Fire/Hot Spot Characterization Full Disk,NOAA,NOAA/GOES/16/FDCF,"abi, climate, fdc, fire, goes, goes-16, goes-east, goes-r, hotspot, nesdis, noaa, ospo, wildfire",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_16_FDCF
Dataset_405,GOES-16 MCMIPC Series ABI Level 2 Cloud and Moisture Imagery CONUS,NOAA,NOAA/GOES/16/MCMIPC,"abi, climate, goes, goes-16, goes-east, goes-r, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_16_MCMIPC
Dataset_406,GOES-16 MCMIPF Series ABI Level 2 Cloud and Moisture Imagery Full Disk,NOAA,NOAA/GOES/16/MCMIPF,"abi, climate, goes, goes-16, goes-east, goes-r, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_16_MCMIPF
Dataset_407,GOES-16 MCMIPM Series ABI Level 2 Cloud and Moisture Imagery Mesoscale,NOAA,NOAA/GOES/16/MCMIPM,"abi, climate, goes, goes-16, goes-east, goes-r, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_16_MCMIPM
Dataset_408,GOES-17 FDCC Series ABI Level 2 Fire/Hot Spot Characterization CONUS,NOAA,NOAA/GOES/17/FDCC,"abi, climate, fdc, fire, goes, goes-17, goes-s, hotspot, nesdis, noaa, ospo, wildfire",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_17_FDCC
Dataset_409,GOES-17 FDCF Series ABI Level 2 Fire/Hot Spot Characterization Full Disk,NOAA,NOAA/GOES/17/FDCF,"abi, climate, fdc, fire, goes, goes-17, goes-s, hotspot, nesdis, noaa, ospo, wildfire",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_17_FDCF
Dataset_410,GOES-17 MCMIPC Series ABI Level 2 Cloud and Moisture Imagery CONUS,NOAA,NOAA/GOES/17/MCMIPC,"abi, climate, goes, goes-17, goes-s, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_17_MCMIPC
Dataset_411,GOES-17 MCMIPF Series ABI Level 2 Cloud and Moisture Imagery Full Disk,NOAA,NOAA/GOES/17/MCMIPF,"abi, climate, goes, goes-17, goes-s, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_17_MCMIPF
Dataset_412,GOES-17 MCMIPM Series ABI Level 2 Cloud and Moisture Imagery Full Disk,NOAA,NOAA/GOES/17/MCMIPM,"abi, climate, goes, goes-17, goes-s, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_17_MCMIPM
Dataset_413,GOES-18 FDCC Series ABI Level 2 Fire/Hot Spot Characterization CONUS,NOAA,NOAA/GOES/18/FDCC,"abi, climate, fdc, fire, goes, goes-18, goes-t, goes-west, hotspot, nesdis, noaa, ospo, wildfire",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_18_FDCC
Dataset_414,GOES-18 FDCF Series ABI Level 2 Fire/Hot Spot Characterization Full Disk,NOAA,NOAA/GOES/18/FDCF,"abi, climate, fdc, fire, goes, goes-18, goes-t, goes-west, hotspot, nesdis, noaa, ospo, wildfire",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_18_FDCF
Dataset_415,GOES-18 MCMIPC Series ABI Level 2 Cloud and Moisture Imagery CONUS,NOAA,NOAA/GOES/18/MCMIPC,"abi, climate, goes, goes-18, goes-t, goes-west, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_18_MCMIPC
Dataset_416,GOES-18 MCMIPF Series ABI Level 2 Cloud and Moisture Imagery Full Disk,NOAA,NOAA/GOES/18/MCMIPF,"abi, climate, goes, goes-18, goes-t, goes-west, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_18_MCMIPF
Dataset_417,GOES-18 MCMIPM Series ABI Level 2 Cloud and Moisture Imagery Full Disk,NOAA,NOAA/GOES/18/MCMIPM,"abi, climate, goes, goes-18, goes-t, goes-west, mcmip, nesdis, noaa, ospo, weather",https://doi.org/10.1175/BAMS-D-15-00230.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_GOES_18_MCMIPM
Dataset_418,"NCEP-DOE Reanalysis 2 (Gaussian Grid), Total Cloud Coverage",NOAA,NOAA/NCEP_DOE_RE2/total_cloud_coverage,"atmosphere, climate, cloud, geophysical, ncep, noaa, reanalysis",,https://developers.google.com/earth-engine/datasets/catalog/NOAA_NCEP_DOE_RE2_total_cloud_coverage
Dataset_419,ETOPO1: Global 1 Arc-Minute Elevation,NOAA,NOAA/NGDC/ETOPO1,"bedrock, dem, elevation, geophysical, ice, noaa, topography",https://doi.org/10.7289/V5C8276M,https://developers.google.com/earth-engine/datasets/catalog/NOAA_NGDC_ETOPO1
Dataset_420,NOAA NHC HURDAT2 Atlantic Hurricane Catalog,NOAA NHC,NOAA/NHC/HURDAT2/atlantic,"hurricane, nhc, noaa, weather",,https://developers.google.com/earth-engine/datasets/catalog/NOAA_NHC_HURDAT2_atlantic
Dataset_421,NOAA NHC HURDAT2 Pacific Hurricane Catalog,NOAA NHC,NOAA/NHC/HURDAT2/pacific,"hurricane, nhc, noaa, weather",,https://developers.google.com/earth-engine/datasets/catalog/NOAA_NHC_HURDAT2_pacific
Dataset_422,RTMA: Real-Time Mesoscale Analysis,NOAA/NWS,NOAA/NWS/RTMA,"climate, cloud, geophysical, humidity, noaa, nws, precipitation, pressure, surface, temperature, weather, wind",,https://developers.google.com/earth-engine/datasets/catalog/NOAA_NWS_RTMA
Dataset_423,PERSIANN-CDR: Precipitation Estimation From Remotely Sensed Information Using Artificial Neural Networks-Climate Data Record,NOAA NCDC,NOAA/PERSIANN-CDR,"cdr, climate, geophysical, noaa, precipitation, weather",https://doi.org/10.1175/BAMS-D-13-00068.1,https://developers.google.com/earth-engine/datasets/catalog/NOAA_PERSIANN-CDR
Dataset_424,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP09GA,"daily, nasa, noaa, npp, reflectance, sr, viirs",https://doi.org/10.5067/VIIRS/VNP09GA.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP09GA
Dataset_425,VNP09H1: VIIRS Surface Reflectance 8-Day L3 Global 500m,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP09H1,"daily, nasa, noaa, npp, reflectance, sr, viirs",https://doi.org/10.5067/VIIRS/VNP09H1.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP09H1
Dataset_426,VNP13A1: VIIRS Vegetation Indices 16-Day 500m,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP13A1,"16-day, evi, nasa, ndvi, noaa, npp, vegetation, viirs",https://doi.org/10.5067/VIIRS/VNP13A1.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP13A1
Dataset_427,VNP14A1: Thermal Anomalies/Fire Daily L3 Global 1km SIN Grid,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP14A1,"fire, land, nasa, noaa, surface, viirs",https://doi.org/10.5067/VIIRS/VNP14A1.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP14A1
Dataset_428,VNP15A2H: LAI/FPAR 8-Day L4 Global 500m SIN Grid,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP15A2H,"land, nasa, noaa, surface, viirs",https://doi.org/10.5067/VIIRS/VNP15A2H.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP15A2H
Dataset_429,VNP21A1D: Day Land Surface Temperature and Emissivity Daily 1km,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP21A1D,"daily, day, land, nasa, noaa, surface, temperature, viirs",https://doi.org/10.5067/VIIRS/VNP21A1D.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP21A1D
Dataset_430,VNP21A1N: Night Land Surface Temperature and Emissivity Daily 1km,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP21A1N,"daily, land, nasa, night, noaa, surface, temperature, viirs",https://doi.org/10.5067/VIIRS/VNP21A1N.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP21A1N
Dataset_431,VNP22Q2: Land Surface Phenology Yearly L3 Global 500m SIN Grid,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP22Q2,"land, nasa, ndvi, noaa, npp, onset-greenness, phenology, surface, vegetation, viirs",https://doi.org/10.5067/VIIRS/VNP22Q2.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP22Q2
Dataset_432,VNP43IA1: BRDF/Albedo Model Parameters Daily L3 Global 500m SIN Grid,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP43IA1,"land, nasa, noaa, surface, viirs",https://doi.org/10.5067/VIIRS/VNP43IA1.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP43IA1
Dataset_433,VNP43IA2: BRDF/Albedo Quality Daily L3 Global 500m SIN Grid,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP43IA2,"land, nasa, noaa, surface, viirs",https://doi.org/10.5067/VIIRS/VNP43IA2.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP43IA2
Dataset_434,VNP46A1: VIIRS Daily Gridded Day Night Band 500m Linear Lat Lon Grid Night,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP46A1,"daily, dnb, nasa, noaa, viirs",https://doi.org/10.5067/VIIRS/VNP46A1.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP46A1
Dataset_435,VNP46A2: VIIRS Lunar Gap-Filled BRDF Nighttime Lights Daily L3 Global 500m,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP46A2,"brdf, daily, nasa, noaa, viirs",https://doi.org/10.5067/VIIRS/VNP46A2.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP46A2
Dataset_436,VNP64A1: Burned Area Monthly L4 Global 500m SIN Grid,NASA LP DAAC at the USGS EROS Center,NOAA/VIIRS/001/VNP64A1,"burn, land, nasa, noaa, surface, viirs",https://doi.org/10.5067/VIIRS/VNP64A1.001,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_001_VNP64A1
Dataset_437,VIIRS Nighttime Day/Night Annual Band Composites,"Earth Observation Group, Payne Institute for Public Policy, Colorado School of Mines",NOAA/VIIRS/DNB/ANNUAL_V21,"annual, dnb, eog, lights, nighttime, noaa, viirs, visible",https://doi.org/10.3390/rs13050922,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_DNB_ANNUAL_V21
Dataset_438,VIIRS Nighttime Day/Night Band Composites Version 1,"Earth Observation Group, Payne Institute for Public Policy, Colorado School of Mines",NOAA/VIIRS/DNB/MONTHLY_V1/VCMCFG,"dnb, eog, lights, monthly, nighttime, noaa, viirs, visible",,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_DNB_MONTHLY_V1_VCMCFG
Dataset_439,VIIRS Stray Light Corrected Nighttime Day/Night Band Composites Version 1,"Earth Observation Group, Payne Institute for Public Policy, Colorado School of Mines",NOAA/VIIRS/DNB/MONTHLY_V1/VCMSLCFG,"dnb, eog, lights, monthly, nighttime, noaa, viirs, visible",,https://developers.google.com/earth-engine/datasets/catalog/NOAA_VIIRS_DNB_MONTHLY_V1_VCMSLCFG
Dataset_440,Canadian Digital Elevation Model,NRCan,NRCan/CDEM,"canada, dem, elevation, geophysical, topography",,https://developers.google.com/earth-engine/datasets/catalog/NRCan_CDEM
Dataset_441,Netherlands orthophotos,Beeldmateriaal Nederland,Netherlands/Beeldmateriaal/LUCHTFOTO_RGB,"orthophoto, rgb",,https://developers.google.com/earth-engine/datasets/catalog/Netherlands_Beeldmateriaal_LUCHTFOTO_RGB
Dataset_442,PRISM Daily Spatial Climate Dataset AN81d,PRISM / OREGONSTATE,OREGONSTATE/PRISM/AN81d,"climate, daily, geophysical, oregonstate, precipitation, pressure, prism, temperature, vapor, weather",https://doi.org/10.1371/journal.pone.0141140,https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_AN81d
Dataset_443,PRISM Monthly Spatial Climate Dataset AN81m,PRISM / OREGONSTATE,OREGONSTATE/PRISM/AN81m,"climate, geophysical, monthly, oregonstate, precipitation, pressure, prism, temperature, vapor, weather",https://doi.org/10.1371/journal.pone.0141140,https://developers.google.com/earth-engine/datasets/catalog/OREGONSTATE_PRISM_AN81m
