ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_GPT3.5,Usage
120,script_186319.txt,Function,NBR calculation for image collection,Calculate Statistical Indicators Of Image Collection,0.726266384,Calculate NBR For Pre-Fire Image,0.999202371,Unit Conversion For Temperature Data,0.949155331,Calculate Statistical Indicators Of Image Collection,0.887704015,Change Detection,4890
121,script_186319.txt,Function,Exporting image properties to CSV,Exporting Classified Images,0.729690075,Create Image Composites To Minimize Cloud Cover,0.998870254,Exporting Prediction Results,0.928804874,Export Composite Image,0.882793188,Export Processed Data,4886
122,script_186319.txt,Function,Exporting mosaic image to Google Drive,Export Processed Images To Google Drive,0.780914545,Export Processed Images To Google Drive,0.999466062,Export Processed Images To Google Drive,0.909866929,Export Processed Images To Google Drive,0.912618756,Export Mosaic,4886
123,script_186319.txt,Function,Exporting individual scenes to Google Drive,Export Processed Images To Google Drive,0.78959024,Export Processed Images To Google Drive,0.999003768,Export Processed Images To Google Drive,0.901807189,Export Processed Images To Google Drive,0.908949018,Export Individual Scenes,4886
124,script_186320.txt,Function,NDVI calculation for vegetation health assessment,Calculate Environmental And Vegetation Indices,0.700132787,Calculate dNBR For Fire Severity,0.999216318,Area Degradation Calculation,0.946352065,Calculate Environmental And Vegetation Indices,0.864058316,Calculate NBR,4886
125,script_186320.txt,Function,NBR calculation for burn severity mapping,Burn Area Index Calculation,0.69367516,Calculate dNBR For Fire Severity,0.999295533,Pixel Area Calculation,0.933038354,Burn Area Index Calculation,0.919324517,Export Individual Scenes,4886
126,script_186321.txt,Function,Calculates NDVI for image collection,Calculate Statistical Indicators Of Image Collection,0.758854926,Generate Time Series Data For NDVI Changes,0.999386013,Calculates Mean Of Image Collection,0.965772688,Calculate Statistical Indicators Of Image Collection,0.888013184,Calculate Spectral Indices And Ratios From Satellite Bands,4903
127,script_186321.txt,Function,Calculates NBR for image collection,Calculate Statistical Indicators Of Image Collection,0.717043757,Calculate NBR For Pre-Fire Image,0.999225318,Calculates Mean Of Image Collection,0.968600988,Calculate Statistical Indicators Of Image Collection,0.885462284,Calculate NBR for Post-Fire Image,4903
128,script_186321.txt,Function,Exports image properties to CSV,Exporting Classified Images,0.71231842,Create Image Composites To Minimize Cloud Cover,0.998918533,Displays Composite Image,0.919784427,Export Composite Image,0.876732051,Export Processed Data,4903
129,script_186321.txt,Function,Creates and exports mosaic images,Creates And Exports Image Mosaics,0.877648115,Creates And Exports Image Mosaics,0.999731064,Creates And Exports Image Mosaics,0.972303808,Creates And Exports Image Mosaics,0.96484381,Export Processed Images,4903
130,script_186321.txt,Function,Filters and exports individual scenes,Filter And Visualize,0.704257607,Calculate Environmental And Vegetation Indices,0.99897331,Creates And Exports Image Mosaics,0.875186145,Export Processed Images,0.831586361,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,4903
131,script_186323.txt,Function,NDVI calculation on image collection,Calculate Statistical Indicators Of Image Collection,0.751411319,Sort Image Collection By Region,0.999195039,Geometric Index Calculation,0.915291131,Calculate Statistical Indicators Of Image Collection,0.888657868,Calculate Temporal Spectral Indices,4903
132,script_186323.txt,Function,NBR calculation on image collection,Calculate Statistical Indicators Of Image Collection,0.726093769,Calculate NBR For Pre-Fire Image,0.999021292,Unit Conversion For Temperature Data,0.931512117,Calculate Statistical Indicators Of Image Collection,0.887246013,Calculate Difference Between Pre- And Post-Fire NBR,4903
133,script_186323.txt,Function,Exporting image properties to Drive,Export Processed Images To Drive,0.843175352,Export Processed Images To Drive,0.999360919,Export Processed Images To Drive,0.902568102,Export Processed Images To Drive,0.929979444,Export Processed Images To Drive,4903
134,script_186323.txt,Function,Creating and exporting mosaic image,Creates And Exports Image Mosaics,0.843916535,Creates And Exports Image Mosaics,0.999313712,Generating Histograms,0.875560582,Creates And Exports Image Mosaics,0.936659932,Creates And Exports Image Mosaics,4903
135,script_186323.txt,Function,Exporting individual scenes,Export Selected Image,0.742053211,Export Clipped Image,0.999153078,Exporting Classified Images,0.897832036,Export Features,0.865091741,Export Selected Image,4903
136,script_186325.txt,Function,Calculates NDVI for each image in the collection,Calculate Statistical Indicators Of Image Collection,0.729035139,Creates Animation Of NDVI Over Time,0.998432517,Calculates Median Of Image Collection,0.933008552,Calculate Statistical Indicators Of Image Collection,0.869985878,Image Index Calculation,4897
137,script_186325.txt,Function,Calculates NBR for each image in the collection,Calculate Statistical Indicators Of Image Collection,0.700410008,Creates Animation Of NDVI Over Time,0.998205185,Calculates Median Of Image Collection,0.933863461,Calculate Statistical Indicators Of Image Collection,0.8662045,Image Index Calculation,4897
138,script_186325.txt,Function,Exports image properties to a CSV file,Exporting Classified Images,0.705709338,Create Image Composites To Minimize Cloud Cover,0.998673022,Creates Animation Of NDVI Over Time,0.908820808,Export Composite Image,0.875251591,Export Processed Data,4897
139,script_186325.txt,Function,Creates and exports a mosaic image,Creates And Exports Image Mosaics,0.860396326,Creates And Exports Image Mosaics,0.999584556,Creates And Exports Image Mosaics,0.93097496,Creates And Exports Image Mosaics,0.958590329,Export Mosaic,4897
140,script_186325.txt,Function,Detects forest loss and degradation using Landsat 8 data,Detects Forest Loss,0.78760612,Visualize Changes In Forest Cover Over Time,0.999218225,Detects Forest Loss,0.937327385,Detects Forest Loss,0.86768347,Detects Forest Loss,4897
141,script_186326.txt,Function,NDVI calculation for vegetation health assessment,Calculate Environmental And Vegetation Indices,0.700132787,Calculate dNBR For Fire Severity,0.999216318,Area Degradation Calculation,0.946352065,Calculate Environmental And Vegetation Indices,0.864058316,Calculate Environmental And Vegetation Indices,4898
142,script_186326.txt,Function,NBR calculation for burn severity mapping,Burn Area Index Calculation,0.69367516,Calculate dNBR For Fire Severity,0.999295533,Pixel Area Calculation,0.933038354,Burn Area Index Calculation,0.919324517,Calculate Difference Normalized Burn Ratio (dNBR),4898
143,script_186329.txt,Function,NDVI calculation,Visualize NDVI Results,0.738414049,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Visualize NDVI Results,0.871041358,Calculate Environmental And Vegetation Indices,4898
144,script_186329.txt,Function,NBR calculation,Brightness Calculation,0.653133154,Hillshade Generation,0.998479009,Gradient Calculation,0.967417896,Calculate Normalized Difference Water Body Index (NDWBI),0.853189468,Calculate Difference Normalized Burn Ratio (dNBR),4898
145,script_186329.txt,Function,Image export to Drive,Export Processed Images To Drive,0.884583235,Export Processed Images To Drive,0.999388099,Export Processed Data To Drive,0.935655832,Export Processed Images To Drive,0.946893632,Export Processed Data To Drive,4898
146,script_186329.txt,Function,Mosaic creation,Image Mosaicking,0.810672045,Quality Mosaic Generation,0.999380589,Temporal Collection Creation,0.942722321,Quality Mosaic Generation,0.875687599,Image Mosaicking,4888
147,script_186329.txt,Function,Individual scene export,Export Selected Image,0.698870003,Export Clipped Image,0.99894166,Image Addition,0.949004292,Export Features,0.869615197,Export Processed Data,4888
148,script_186329.txt,Function,"Forest loss, degradation, and fire detection",Detects Forest Loss,0.807042241,Visualize Satellite Imagery Changes Over Time,0.998358727,Fractional Vegetation Cover (FVC) Classification,0.853211522,Detects Forest Loss,0.913128376,Detects Forest Loss,4888
149,script_186332.txt,Function,NDVI calculation from MODIS bands,Add NDVI Band To Images,0.719112873,Generate Time Series Charts For NDVI,0.999166369,Filter Image Collection By Region,0.939507604,Calculate Spectral Indices And Ratios From Satellite Bands,0.851042926,Calculate Temporal Spectral Indices,4888
150,script_186332.txt,Function,Unsupervised clustering using KMeans algorithm,Unsupervised Clustering,0.769752681,Apply Perona-Malik Anisotropic Diffusion Filter,0.998746276,Cloud Probability Masking,0.88093245,Unsupervised Clustering,0.911940575,Unsupervised Clustering,4888
151,script_186333.txt,Function,NDVI calculation,Visualize NDVI Results,0.738414049,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Visualize NDVI Results,0.871041358,Calculate Spectral Indices And Ratios From Satellite Bands,4885
152,script_186333.txt,Function,Unsupervised clustering,Unsupervised Clustering,0.923395514,Unsupervised Clustering,0.99999994,Unsupervised Clustering,1.000000119,Unsupervised Clustering,0.992793262,Unsupervised Clustering,4885
153,script_186333.txt,Function,Class merging,Merging (Combining Multiple Bands),0.699325681,Creating Seasonal Composite,0.99886179,Shadow Removal,0.940186143,Merging (Combining Multiple Bands),0.83298558,Merge Feature Collections,4885
154,script_186333.txt,Function,Land cover refinement,Land Cover Change Analysis,0.76341331,Refinement Of Results,0.999191463,Area Degradation Assessment,0.955461919,Mapping Land Cover,0.906526446,Land Cover Change Analysis,4885
155,script_186334.txt,Function,Filtering MODIS images by date and region,Filter Images By Date And Region,0.872489572,Filter Images By Date And Region,0.999662876,Filtering Training Data,0.898641348,Filter Images By Date And Region,0.913217545,Filter Image Collection By Date And Region,4885
156,script_186334.txt,Function,Calculating NDVI for each image,Add NDVI Band To Images,0.756543517,Compute Median Of NDVI,0.999145865,Calculate Normalized Burn Ratio (NBR) For Images,0.935568273,Add NDVI Band To Images,0.886396646,Calculate Spectral Indices And Ratios From Satellite Bands,4897
157,script_186334.txt,Function,Creating a multiband image for classification,Prepares Images For Classification,0.734074235,Apply Mask To Classification Results,0.998778522,Calculate Temporal Spectral Indices,0.943668902,Classify Images Based On Training Data,0.897135496,Image Band Addition,4897
158,script_186334.txt,Function,Training a clusterer for unsupervised classification,Unsupervised Clustering,0.778432369,Visualize NDVI And Date Information,0.998766303,Sampling Regions For Classifier Training,0.949650109,Train A Clusterer,0.890414953,Train A Clusterer,4897
159,script_186334.txt,Function,Merging classes based on crop types,Remapping Land Cover Classes,0.682518303,Classify Images Based On Trained Model,0.998680651,Buffering Edges,0.882748246,Remapping Land Cover Classes,0.845048666,Merge Different Land Cover Feature Collections,4897
160,script_186338.txt,Function,Filtering steep terrain for image selection,Filtering Polygons,0.742617369,Filter Image Collection By Region,0.999020159,Sampling Regions For Classifier Training,0.929354072,Terrain Analysis,0.857719421,Terrain Analysis,4897
161,script_186338.txt,Function,Removing seasonal signal from images,Seasonal Filtering,0.74361974,Filter Images By Date,0.999127388,Filtering Administrative Boundaries,0.911215425,Reduction Of Image Collection,0.860829353,Temporal Filtering,4892
162,script_186338.txt,Function,Fitting trend lines to time series data,Generate Time Series Charts Of Corrected Data,0.742013335,Generate Time Series Charts Of Temperature Data,0.999023557,Generate Time Series Charts Of Corrected Data,0.92022419,Time Series Analysis,0.896257758,Trend Analysis,4892
163,script_186338.txt,Function,Fitting step functions to time series data,Generate Time Series Charts Of Corrected Data,0.670039058,Remap Cluster Results To Simplified Classes,0.998721302,Calculate Temporal Spectral Indices,0.919795036,Time Series Analysis,0.874670208,Trend Analysis,4892
