ancestor_note,sub_note,similarity
CAC03,KARST PROCESSES,0.860596437
DISSOLVED CO2,KARST PROCESSES,0.860596437
KARST HYDROLOGY,KARST PROCESSES,0.860596437
POROSITY,KARST PROCESSES,0.860596437
TECTONIC LANDFORMS,GEOMORPHIC LANDFORMS/PROCESSES,0.663473442
CALDERA,TECTONIC LANDFORMS,0.780353345
CINDER CONE,TECTONIC LANDFORMS,0.780353345
FAULTS,TECTONIC LANDFORMS,0.780353345
FOLDS,PLATE TECTONICS,0.796158911
GEYSER,TECTONIC LANDFORMS,0.780353345
GRABEN,TECTONIC LANDFORMS,0.780353345
HORST,TECTONIC LANDFORMS,0.780353345
LAVA DOME,TECTONIC LANDFORMS,0.780353345
LAVA PLAIN,TECTONIC LANDFORMS,0.780353345
MAAR,TECTONIC LANDFORMS,0.780353345
MOUNTAINS,TECTONIC LANDFORMS,0.780353345
PLATEAU,TECTONIC LANDFORMS,0.780353345
RIDGE,TECTONIC LANDFORMS,0.780353345
RIFT VALLEY,TECTONIC LANDFORMS,0.780353345
TUYA,TECTONIC LANDFORMS,0.780353345
VOLCANO,TECTONIC LANDFORMS,0.780353345
TECTONIC PROCESSES,GEOMORPHIC LANDFORMS/PROCESSES,0.60164495
EPEIROGENIC MOVEMENT,TECTONIC PROCESSES,0.849391573
ISOSTATIC UPLIFT,TECTONIC PROCESSES,0.849391573
OROGENIC MOVEMENT,TECTONIC PROCESSES,0.849391573
RIFTING,TECTONIC PROCESSES,0.849391573
SUBDUCTION,TECTONIC PROCESSES,0.849391573
TECTONIC UPLIFT,TECTONIC PROCESSES,0.849391573
LAND USE/LAND COVER,LAND SURFACE,0.53439246
DISTURBANCE,LAND USE/LAND COVER,0.809885237
LAND PRODUCTIVITY,LAND USE/LAND COVER,0.809885237
LAND RESOURCES,LAND USE/LAND COVER,0.809885237
LAND/OCEAN/ICE FRACTION,GEOLOGICAL FEATURES,0.875631794
LAND/OCEAN/ICE MASK,GEOLOGICAL FEATURES,0.875631794
LANDSCAPE,LAND SURFACE,0.526803241
LANDSCAPE ECOLOGY,LANDSCAPE,0.819284626
LANDSCAPE MANAGEMENT,LANDSCAPE,0.819284626
LANDSCAPE PATTERNS,LANDSCAPE,0.819284626
LANDSCAPE PROCESSES,LANDSCAPE,0.819284626
NET ECOSYSTEM CO2 EXCHANGE (NEE),CARBON,0.934542359
SOIL ORGANIC CARBON (SOC),CARBON,0.934542359
ROOT ZONE SOIL MOISTURE,SOIL MOISTURE/WATER CONTENT,0.908396025
SURFACE SOIL MOISTURE,SOIL MOISTURE/WATER CONTENT,0.908396025
GROSS PRIMARY PRODUCTION (GPP),SOIL PRODUCTIVITY,0.934542359
AUTOTROPHIC RESPIRATION (Ra),SOIL RESPIRATION,0.908396025
HETEROTROPHIC RESPIRATION (Rh),SOIL RESPIRATION,0.908396025
SURFACE RADIATIVE PROPERTIES,LAND SURFACE,0.508602823
SURFACE THERMAL PROPERTIES,LAND SURFACE,0.53439246
LAND HEAT CAPACITY,SURFACE THERMAL PROPERTIES,0.809885237
LAND SURFACE TEMPERATURE,SURFACE THERMAL PROPERTIES,0.809885237
TOPOGRAPHY,LAND SURFACE,0.53439246
SURFACE ROUGHNESS,TOPOGRAPHY,0.809885237
TERRAIN ELEVATION,TOPOGRAPHY,0.882850046
BED ELEVATION,TERRAIN ELEVATION,0.860596437
CONTOUR MAPS,TERRAIN ELEVATION,0.860596437
DIGITAL ELEVATION/TERRAIN MODEL (DEM),TERRAIN ELEVATION,0.860596437
Digital Surface Model (DSM),TERRAIN ELEVATION,0.860596437
TOPOGRAPHICAL RELIEF MAPS,TERRAIN ELEVATION,0.860596437
TOPOGRAPHIC EFFECTS,TOPOGRAPHY,0.809885237
OCEANS,Earth Science,0
AQUATIC SCIENCES,OCEANS,0.48018789
BATHYMETRY/SEAFLOOR TOPOGRAPHY,OCEANS,0.555466676
ABYSSAL HILLS/PLAINS,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
BATHYMETRY,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
COASTAL BATHYMETRY,BATHYMETRY,0.934542359
CONTINENTAL MARGINS,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
FRACTURE ZONES,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
OCEAN PLATEAUS/RIDGES,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
SEAFLOOR TOPOGRAPHY,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
SEAMOUNTS,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
SUB-BOTTOM PROFILE,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
SUBMARINE CANYONS,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
TRENCHES,BATHYMETRY/SEAFLOOR TOPOGRAPHY,0.78040436
WATER DEPTH,SURFACE WATER PROCESSES/MEASUREMENTS,0.751233468
BOTTOM COVER TYPE,COASTAL PROCESSES,0.758711478
COASTAL ELEVATION,COASTAL PROCESSES,0.758711478
CORAL BLEACHING,CORAL REEFS,0.845798846
CORAL REEF ASSESSMENT,CORAL REEFS,0.845798846
CORAL REEF EXTENT,CORAL REEFS,0.845798846
INTERTIDAL ZONE,COASTAL PROCESSES,0.758711478
LOCAL SUBSIDENCE TRENDS,COASTAL PROCESSES,0.758711478
LONGSHORE CURRENTS,COASTAL PROCESSES,0.758711478
MANGROVES,COASTAL PROCESSES,0.758711478
ROCKY COASTS,COASTAL PROCESSES,0.758711478
SALTWATER INTRUSION,GROUND WATER PROCESSES/MEASUREMENTS,0.784114204
SEA SURFACE HEIGHT,SEA SURFACE TOPOGRAPHY,0.809885237
SHORELINE DISPLACEMENT,COASTAL PROCESSES,0.758711478
SHORELINE MAPPING,SHORELINES,0.952202293
STORM SURGE,TIDES,0.829952463
TIDAL HEIGHT,TIDES,0.829952463
GEOLOGICAL FEATURES,OCEANS,0.48018789
HYDROGRAPHY,OCEANS,0.461879858
MARINE ENVIRONMENT MONITORING,OCEANS,0.515091382
ENFORCEMENT,MARINE ENVIRONMENT MONITORING,0.829952463
MARINE OBSTRUCTIONS,MARINE ENVIRONMENT MONITORING,0.829952463
MARINE SUBMERGED DEBRIS,MARINE ENVIRONMENT MONITORING,0.829952463
MARINE SURFACE ELEMENTS,MARINE ENVIRONMENT MONITORING,0.855610676
MARINE SURFACE DEBRIS,MARINE SURFACE ELEMENTS,0.908396025
MARINE VESSELS,MARINE SURFACE ELEMENTS,0.908396025
MARINE GEOPHYSICS,OCEANS,0.505427992
MAGNETIC ANOMALIES,MAGNETIC FIELD,0.860596437
MARINE GRAVITY FIELD,MARINE GEOPHYSICS,0.842323637
MARINE MAGNETICS,MARINE GEOPHYSICS,0.842323637
MARINE SEDIMENTS,OCEANS,0.582159944
BIOGENIC SEDIMENTS,MARINE SEDIMENTS,0.749425815
BIOTURBATION,MARINE SEDIMENTS,0.749425815
DIAGENESIS,MARINE SEDIMENTS,0.749425815
GEOTECHNICAL PROPERTIES,MARINE SEDIMENTS,0.749425815
HYDROGENOUS SEDIMENTS,MARINE SEDIMENTS,0.749425815
PARTICLE FLUX,MARINE SEDIMENTS,0.749425815
TERRIGENOUS SEDIMENTS,MARINE SEDIMENTS,0.749425815
MARINE VOLCANISM,OCEANS,0.515091382
BENTHIC HEAT FLOW,MARINE VOLCANISM,0.829952463
HYDROTHERMAL VENTS,MARINE VOLCANISM,0.829952463
ISLAND ARCS,MARINE VOLCANISM,0.829952463
MID-OCEAN RIDGES,MARINE VOLCANISM,0.829952463
RIFT VALLEYS,MARINE VOLCANISM,0.829952463
OCEAN ACOUSTICS,OCEANS,0.544245489
ACOUSTIC ATTENUATION/TRANSMISSION,OCEAN ACOUSTICS,0.793839469
ACOUSTIC FREQUENCY,OCEAN ACOUSTICS,0.793839469
ACOUSTIC REFLECTIVITY,OCEAN ACOUSTICS,0.793839469
ACOUSTIC SCATTERING,OCEAN ACOUSTICS,0.793839469
ACOUSTIC TOMOGRAPHY,OCEAN ACOUSTICS,0.793839469
ACOUSTIC VELOCITY,OCEAN ACOUSTICS,0.793839469
AMBIENT NOISE,OCEAN ACOUSTICS,0.838132615
BIOLOGICAL AMBIENT NOISE,AMBIENT NOISE,0.88905287
PHYSICAL AMBIENT NOISE,AMBIENT NOISE,0.88905287
TOTAL AMBIENT NOISE,AMBIENT NOISE,0.88905287
OCEAN CHEMISTRY,OCEANS,0.636517841
ALKALINITY,WATER CHARACTERISTICS,0.758711478
BIOMEDICAL CHEMICALS,OCEAN CHEMISTRY,0.690307391
CARBON DIOXIDE PARTIAL PRESSURE,CARBON DIOXIDE,0.934542359
CARBONATE,OCEAN CHEMISTRY,0.690307391
DISSOLVED GASES,GASES,0.873570489
DISSOLVED SOLIDS,OCEAN CHEMISTRY,0.690307391
HYDROCARBONS,WATER CHARACTERISTICS,0.758711478
HYPOXIA,OCEAN CHEMISTRY,0.690307391
INORGANIC CARBON,OCEAN CHEMISTRY,0.690307391
INORGANIC MATTER,WATER CHARACTERISTICS,0.758711478
MARINE GEOCHEMISTRY,OCEAN CHEMISTRY,0.690307391
NITRATE,OCEAN CHEMISTRY,0.690307391
NITRIC ACID,OCEAN CHEMISTRY,0.690307391
NITRITE,OCEAN CHEMISTRY,0.690307391
NUTRIENT PROFILES,NUTRIENTS,0.849391573
SURFACE NUTRIENTS,NUTRIENTS,0.849391573
OCEAN TRACERS,OCEAN CHEMISTRY,0.690307391
ORGANIC CARBON,OCEAN CHEMISTRY,0.690307391
COLORED DISSOLVED ORGANIC MATTER,ORGANIC MATTER,0.952202293
OXYGEN,OCEAN CHEMISTRY,0.690307391
PH,OCEAN CHEMISTRY,0.690307391
PHOSPHATE,OCEAN CHEMISTRY,0.690307391
RADIONUCLIDES,OCEAN CHEMISTRY,0.690307391
SILICATE,OCEAN CHEMISTRY,0.690307391
TRACE ELEMENTS,ELEMENTS,0.873570489
OCEAN CIRCULATION,OCEANS,0.611548244
BUOY POSITION,OCEAN CIRCULATION,0.716832502
EDDIES,OCEAN CIRCULATION,0.741208966
MESOSCALE EDDIES,EDDIES,0.908396025
SUBMESOCALE EDDIES,EDDIES,0.908396025
FRESH WATER FLUX,OCEAN CIRCULATION,0.716832502
FRONTS,OCEAN CIRCULATION,0.716832502
GYRES,OCEAN CIRCULATION,0.716832502
OCEAN CURRENTS,OCEAN CIRCULATION,0.807646627
CURRENT PROFILES,OCEAN CURRENTS,0.839505817
HORIZONTAL CURRENT SHEAR,OCEAN CURRENTS,0.839505817
SPEED PROFILES,OCEAN CURRENTS,0.839505817
SUBSURFACE CURRENTS,OCEAN CURRENTS,0.839505817
SURFACE CURRENTS,OCEAN CURRENTS,0.839505817
SURFACE SPEED,OCEAN CURRENTS,0.839505817
VERTICAL CURRENT SHEAR,OCEAN CURRENTS,0.839505817
OCEAN MASS,OCEAN CIRCULATION,0.716832502
OCEAN MIXED LAYER,OCEAN TEMPERATURE,0.786853286
THERMOHALINE CIRCULATION,OCEAN CIRCULATION,0.716832502
UPWELLING/DOWNWELLING,OCEAN CIRCULATION,0.716832502
RELATIVE VORTICITY,VORTICITY,0.934542359
WATER MASSES,OCEAN CIRCULATION,0.716832502
WIND-DRIVEN CIRCULATION,OCEAN CIRCULATION,0.716832502
OCEAN HEAT BUDGET,OCEANS,0.5782427
BOWEN RATIO,OCEAN HEAT BUDGET,0.753887809
CONDUCTION,OCEAN HEAT BUDGET,0.753887809
CONDUCTIVE HEAT FLUX,HEAT FLUX,0.934542359
GEOTHERMAL HEAT FLUX,HEAT FLUX,0.934542359
TURBULENT HEAT FLUX,HEAT FLUX,0.934542359
HEATING RATE,OCEAN HEAT BUDGET,0.753887809
OCEAN OPTICS,OCEANS,0.5859145
APHOTIC/PHOTIC ZONE,OCEAN OPTICS,0.745175622
ATTENUATION/TRANSMISSION,OCEAN OPTICS,0.745175622
CHLOROPHYLL CONCENTRATION,CHLOROPHYLL,0.934542359
EXTINCTION COEFFICIENTS,OCEAN OPTICS,0.745175622
FLUORESCENCE,OCEAN OPTICS,0.745175622
GELBSTOFF,OCEAN OPTICS,0.745175622
IRRADIANCE,OCEAN OPTICS,0.745175622
OCEAN COLOR,OCEAN OPTICS,0.745175622
OPTICAL DEPTH,OCEAN OPTICS,0.745175622
RADIANCE,OCEAN OPTICS,0.745175622
SECCHI DEPTH,OCEAN OPTICS,0.745175622
WATER-LEAVING RADIANCE,OCEAN OPTICS,0.745175622
OCEAN PRESSURE,OCEANS,0.494083324
OCEAN BOTTOM PRESSURE,OCEAN PRESSURE,0.857113253
WATER PRESSURE,SURFACE WATER PROCESSES/MEASUREMENTS,0.751233468
OCEAN TEMPERATURE,OCEANS,0.550054305
OCEAN BARRIER LAYER,OCEAN TEMPERATURE,0.786853286
OCEAN TEMPERATURE PROFILES,OCEAN TEMPERATURE,0.786853286
SEA SURFACE TEMPERATURE,OCEAN TEMPERATURE,0.846320073
SEA SURFACE FOUNDATION TEMPERATURE,SEA SURFACE TEMPERATURE,0.873570489
SEA SURFACE SKIN TEMPERATURE,SEA SURFACE TEMPERATURE,0.873570489
SEA SURFACE SUBSKIN TEMPERATURE,SEA SURFACE TEMPERATURE,0.873570489
SEA SURFACE TEMPERATURE ANOMALY,SEA SURFACE TEMPERATURE,0.873570489
THERMOCLINE,OCEAN TEMPERATURE,0.786853286
WATER TEMPERATURE,WATER CHARACTERISTICS,0.758711478
OCEAN VOLUME BUDGET,OCEANS,0.531113973
RUNOFF,SURFACE WATER PROCESSES/MEASUREMENTS,0.776542453
OCEAN WAVES,OCEANS,0.611548244
GRAVITY WAVES,OCEAN WAVES,0.716832502
ROSSBY/PLANETARY WAVES,OCEAN WAVES,0.716832502
SEA STATE,OCEAN WAVES,0.716832502
SEICHES,OCEAN WAVES,0.716832502
SIGNIFICANT WAVE HEIGHT,OCEAN WAVES,0.716832502
SURF BEAT,OCEAN WAVES,0.716832502
SWELLS,OCEAN WAVES,0.759534639
SWELL DIRECTION,SWELLS,0.88905287
SWELL HEIGHT,SWELLS,0.88905287
SWELL PERIOD,SWELLS,0.88905287
WAVE DIRECTION,OCEAN WAVES,0.716832502
WAVE FETCH,OCEAN WAVES,0.716832502
WAVE FREQUENCY,OCEAN WAVES,0.716832502
WAVE HEIGHT,OCEAN WAVES,0.716832502
WAVE LENGTH,OCEAN WAVES,0.716832502
WAVE OVERTOPPING,OCEAN WAVES,0.716832502
WAVE PERIOD,OCEAN WAVES,0.716832502
WAVE RUNUP,OCEAN WAVES,0.716832502
WAVE SETUP,OCEAN WAVES,0.716832502
WAVE SPECTRA,OCEAN WAVES,0.716832502
WAVE SPEED,OCEAN WAVES,0.716832502
WAVE SPEED/DIRECTION,OCEAN WAVES,0.716832502
WAVE TYPES,OCEAN WAVES,0.716832502
WIND WAVES,OCEAN WAVES,0.716832502
OCEAN WINDS,OCEANS,0.550054305
CONVERGENCE/DIVERGENCE,OCEAN WINDS,0.786853286
VERTICAL WIND MOTION,OCEAN WINDS,0.786853286
WIND CHILL,OCEAN WINDS,0.786853286
WIND VELOCITY/SPEED,OCEAN WINDS,0.786853286
SALINITY/DENSITY,OCEANS,0.596343018
CONDUCTIVITY,WATER CHARACTERISTICS,0.758711478
CONDUCTIVITY PROFILES,CONDUCTIVITY,0.952202293
SURFACE CONDUCTIVITY,CONDUCTIVITY,0.952202293
DENSITY,SALINITY/DENSITY,0.733504487
DESALINIZATION,SALINITY/DENSITY,0.733504487
HALOCLINE,SALINITY/DENSITY,0.733504487
OCEAN SALINITY,SALINITY/DENSITY,0.862794221
ABSOLUTE SALINITY,OCEAN SALINITY,0.802084293
OCEAN SALINITY BUDGET,OCEAN SALINITY,0.898084879
OCEAN SALINITY PROFILES,OCEAN SALINITY,0.802084293
OCEAN SURFACE SALINITY,OCEAN SALINITY,0.802084293
PRACTICAL SALINITY,OCEAN SALINITY,0.802084293
SALT FLUX,OCEAN SALINITY,0.802084293
POTENTIAL DENSITY,SALINITY/DENSITY,0.733504487
PYCNOCLINE,SALINITY/DENSITY,0.733504487
SALT TRANSPORT,SALINITY/DENSITY,0.733504487
SEA ICE AREA,SEA ICE,0.700064891
SEA ICE DIRECTION,SEA ICE MOTION,0.908396025
SEA ICE SPEED,SEA ICE MOTION,0.908396025
SEA ICE ORIGIN,SEA ICE,0.700064891
SEA ICE TOPOGRAPHY,SEA ICE,0.700064891
SEA ICE VOLUME,SEA ICE,0.700064891
SEA SURFACE TOPOGRAPHY,OCEANS,0.531113973
DYNAMIC TOPOGRAPHY,SEA SURFACE TOPOGRAPHY,0.835365994
ABSOLUTE DYNAMIC TOPOGRAPHY,DYNAMIC TOPOGRAPHY,0.908396025
MEAN DYNAMIC TOPOGRAPHY,DYNAMIC TOPOGRAPHY,0.908396025
MEAN SEA SURFACE,SEA SURFACE TOPOGRAPHY,0.809885237
SEA LEVEL,SEA SURFACE TOPOGRAPHY,0.835365994
MEAN SEA LEVEL,SEA LEVEL,0.908396025
SEA LEVEL ANOMALY,SEA LEVEL,0.908396025
SEA SURFACE HEIGHT ANOMALY (SSHA),SEA SURFACE HEIGHT,0.934542359
SEA SURFACE SLOPE,SEA SURFACE TOPOGRAPHY,0.809885237
TIDES,OCEANS,0.515091382
TIDAL COMPONENTS,TIDES,0.829952463
TIDAL CURRENTS,TIDES,0.829952463
TIDAL RANGE,TIDES,0.829952463
WATER QUALITY,OCEANS,0.505427992
HARMFUL ALGAL BLOOM (HABs),WATER QUALITY,0.868080555
CELL CONCENTRATION,HARMFUL ALGAL BLOOM (HABs),0.908396025
TOXIN CONCENTRATION,HARMFUL ALGAL BLOOM (HABs),0.908396025
OCEAN CONTAMINANTS,WATER QUALITY,0.842323637
SEA SURFACE CONTAMINANTS,WATER QUALITY,0.842323637
MICROPLASTIC CONCENTRATION,SEA SURFACE CONTAMINANTS,0.934542359
PALEOCLIMATE,Earth Science,0
SODIUM,ICE CORE RECORDS,0.763548162
VELOCITY,ICE CORE RECORDS,0.763548162
SEDIMENT CORE,OCEAN/LAKE RECORDS,0.763548162
SOLID EARTH,Earth Science,0
EARTH GASES/LIQUIDS,SOLID EARTH,0.488104916
HYDROGEN GAS,EARTH GASES/LIQUIDS,0.829952463
HYDROGEN GAS VERTICAL/GEOGRAPHIC DISTRIBUTION,HYDROGEN GAS,0.934542359
NATURAL GAS,EARTH GASES/LIQUIDS,0.829952463
NATURAL GAS VERTICAL/GEOGRAPHIC DISTRIBUTION,NATURAL GAS,0.934542359
PETROLEUM,EARTH GASES/LIQUIDS,0.855610676
MICROFOSSIL,PETROLEUM,0.908396025
PETROLEUM VERTICAL/GEOGRAPHIC DISTRIBUTION,PETROLEUM,0.908396025
GEOCHEMISTRY,SOLID EARTH,0.56672432
BIOGEOCHEMICAL PROCESSES,GEOCHEMISTRY,0.776598704
CHEMICAL DECOMPOSITION,MARINE GEOCHEMICAL PROCESSES,0.88905287
HYDROLYSIS,BIOGEOCHEMICAL PROCESSES,0.88905287
NITRIFICATION,BIOGEOCHEMICAL PROCESSES,0.88905287
GEOCHEMICAL PROCESSES,GEOCHEMISTRY,0.841991801
BIODEGRATION,GEOCHEMICAL PROCESSES,0.822601138
CARBONATE FORMATION,GEOCHEMICAL PROCESSES,0.822601138
CHEMICAL FIXATION,GEOCHEMICAL PROCESSES,0.822601138
CHEMICAL WEATHERING,GEOCHEMICAL PROCESSES,0.822601138
HYDRATION,GEOCHEMICAL PROCESSES,0.822601138
ION EXCHANGE,GEOCHEMICAL PROCESSES,0.822601138
MINERAL DISSOLUTION,MARINE GEOCHEMICAL PROCESSES,0.88905287
OXIDATION/REDUCTION,GEOCHEMICAL PROCESSES,0.822601138
GEOCHEMICAL PROPERTIES,GEOCHEMISTRY,0.815269387
CHEMICAL CONCENTRATIONS,GEOCHEMICAL PROPERTIES,0.849391573
ISOTOPE MEASUREMENTS,GEOCHEMICAL PROPERTIES,0.849391573
ISOTOPE RATIOS,GEOCHEMICAL PROPERTIES,0.849391573
ISOTOPIC AGE,GEOCHEMICAL PROPERTIES,0.849391573
ROCK-EVAL PRYOLYSIS,GEOCHEMICAL PROPERTIES,0.849391573
MARINE GEOCHEMICAL PROCESSES,GEOCHEMISTRY,0.776598704
DISSOLUTION,MARINE GEOCHEMICAL PROCESSES,0.88905287
GEODETICS,SOLID EARTH,0.478784564
COORDINATE REFERENCE SYSTEM,GEODETICS,0.868080555
COUNTRY/REGIONAL COORDINATE REFERENCE SYSTEM,COORDINATE REFERENCE SYSTEM,0.908396025
GLOBAL COORDINATE REFERENCE SYSTEM,COORDINATE REFERENCE SYSTEM,0.908396025
ELLIPSOID CHARACTERISTICS,GEODETICS,0.842323637
GEOID CHARACTERISTICS,GEODETICS,0.842323637
GEOMAGNETISM,SOLID EARTH,0.55296817
ELECTRICAL FIELD,GEOMAGNETISM,0.774241874
ELECTRICAL ANOMALIES,ELECTRICAL FIELD,0.908396025
ELECTRICAL INTENSITY,ELECTRICAL FIELD,0.908396025
GEOMAGNETIC FORECASTS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
GEOMAGNETIC ACTIVITY,GEOMAGNETIC FORECASTS,0.934542359
GEOMAGNETIC STORM CATEGORY,GEOMAGNETIC FORECASTS,0.934542359
TOTAL INTENSITY,GEOMAGNETIC FORECASTS,0.934542359
GEOMAGNETIC INDICES,IONOSPHERE/MAGNETOSPHERE DYNAMICS,0.793839469
AA INDEX,GEOMAGNETIC INDICES,0.934542359
AE INDEX,GEOMAGNETIC INDICES,0.934542359
AM INDEX,GEOMAGNETIC INDICES,0.934542359
DST INDEX,GEOMAGNETIC INDICES,0.934542359
KP INDEX,GEOMAGNETIC INDICES,0.934542359
MAGNETIC FIELD,GEOMAGNETISM,0.820699873
GEOMAGNETIC INDUCTION,MAGNETIC FIELD,0.860596437
MAGNETIC DECLINATION,MAGNETIC FIELD,0.860596437
MAGNETIC INCLINATION,MAGNETIC FIELD,0.860596437
MAGNETIC INTENSITY,MAGNETIC FIELD,0.860596437
PALEOMAGNETISM,GEOMAGNETISM,0.749425815
REFERENCE FIELDS,GEOMAGNETISM,0.749425815
SEA LEVEL CHANGE,COASTAL PROCESSES,0.758711478
STRAITRAPHIC SEQUENCE,SEDIMENTATION,0.925499031
ENDORHERIC BASIN,FLUVIAL LANDFORMS,0.737761717
WATERSHED/DRAINAGE BASINS,FLUVIAL LANDFORMS,0.737761717
LANDSLIDE,FLUVIAL PROCESSES,0.790589579
STRAITIGRAPHIC SEQUENCE,SEDIMENTATION,0.925499031
ROCHE MOUNTONNEES/SHEEPBACK,GLACIAL LANDFORMS,0.74096614
CACO3,KARST PROCESSES,0.860596437
SUBSURFACE DRAINAGE,KARST HYDROLOGY,0.952202293
GEOTHERMAL DYNAMICS,SOLID EARTH,0.488104916
GEOTHERMAL ENERGY,GEOTHERMAL DYNAMICS,0.855610676
ENERGY DISTRIBUTION,GEOTHERMAL ENERGY,0.908396025
ENERGY OUTPUT,GEOTHERMAL ENERGY,0.908396025
GEOTHERMAL TEMPERATURE,GEOTHERMAL DYNAMICS,0.874799168
AMBIENT TEMPERATURE,GEOTHERMAL TEMPERATURE,0.88905287
TEMPERATURE GRADIENT,GEOTHERMAL TEMPERATURE,0.88905287
TEMPERATURE GRADIENT RATE,TEMPERATURE GRADIENT,0.952202293
TEMPERATURE PROFILES,GEOTHERMAL TEMPERATURE,0.88905287
GRAVITY/GRAVITATIONAL FIELD,SOLID EARTH,0.545200688
CONTROL SURVEYS,GRAVITY/GRAVITATIONAL FIELD,0.758585724
CRUSTAL MOTION,PLATE TECTONICS,0.821985165
ISOSTATIC ADJUSTMENTS,CRUSTAL MOTION,0.925499031
OCEAN CRUST DEFORMATION,CRUSTAL MOTION,0.925499031
GRAVITATIONAL FIELD,GRAVITY/GRAVITATIONAL FIELD,0.758585724
GRAVITY,GRAVITY/GRAVITATIONAL FIELD,0.758585724
GRAVITY ANOMALIES,GRAVITY/GRAVITATIONAL FIELD,0.758585724
POLAR MOTION,GRAVITY/GRAVITATIONAL FIELD,0.783515064
ANNUAL ELLIPTICAL COMPONENT,POLAR MOTION,0.908396025
CHANDLER CIRCULAR COMPONENT,POLAR MOTION,0.908396025
ROTATIONAL MOTION/VARIATIONS,GRAVITY/GRAVITATIONAL FIELD,0.783515064
ROTATIONAL RATE/SPEED,ROTATIONAL MOTION/VARIATIONS,0.908396025
TIDAL FRICTION,ROTATIONAL MOTION/VARIATIONS,0.908396025
SATELLITE ORBITS/REVOLUTION,GRAVITY/GRAVITATIONAL FIELD,0.830152648
ANGLE OF ELEVATION,SATELLITE ORBITS/REVOLUTION,0.860596437
ANGLE OF INCLINATION,SATELLITE ORBITS/REVOLUTION,0.860596437
ORBIT TYPE,SATELLITE ORBITS/REVOLUTION,0.860596437
ORBIT VELOCITY,SATELLITE ORBITS/REVOLUTION,0.860596437
ORBITAL POSITION,SATELLITE ORBITS/REVOLUTION,0.860596437
ROCKS/MINERALS/CRYSTALS,SOLID EARTH,0.71094344
AGE DETERMINATIONS,ROCKS/MINERALS/CRYSTALS,0.586792061
BEDROCK LITHOLOGY,ROCKS/MINERALS/CRYSTALS,0.586792061
ELEMENTS,ROCKS/MINERALS/CRYSTALS,0.639104431
MAJOR ELEMENTS,ELEMENTS,0.873570489
MINOR ELEMENTS,ELEMENTS,0.873570489
RADIOACTIVE ELEMENTS,ELEMENTS,0.873570489
GAS HYDRATES,ROCKS/MINERALS/CRYSTALS,0.710254914
GAS HYDRATES AGE DETERMINATIONS,GAS HYDRATES,0.796158911
GAS HYDRATES FORMATION,GAS HYDRATES,0.796158911
GAS HYDRATES PHYSICAL/OPTICAL PROPERTIES,GAS HYDRATES,0.917339884
CLEAVAGE,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
COLOR,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
COMPOSITION/TEXTURE,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
ELECTRICAL,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
HARDNESS,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
LUMINESCENCE,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
LUSTER,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
REFLECTION,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
SPECIFIC GRAVITY,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
STABILITY,SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES,0.829946345
GAS HYDRATES VERTICAL/GEOGRAPHIC DISTRIBUTION,GAS HYDRATES,0.796158911
IGNEOUS ROCKS,ROCKS/MINERALS/CRYSTALS,0.710254914
IGNEOUS ROCK AGE DETERMINATIONS,IGNEOUS ROCKS,0.796158911
IGNEOUS ROCK FORMATION,IGNEOUS ROCKS,0.796158911
IGNEOUS ROCK PHYSICAL/OPTICAL PROPERTIES,IGNEOUS ROCKS,0.917339884
IGNEOUS ROCK VERTICAL/GEOGRAPHIC DISTRIBUTION,IGNEOUS ROCKS,0.796158911
METALS,ROCKS/MINERALS/CRYSTALS,0.704608895
METALS AGE DETERMINATIONS,METALS,0.802084293
METALS PHYSICAL/OPTICAL PROPERTIES,METALS,0.923475308
COMPOSITION/STRUCTURE,METEORITE PHYSICAL/OPTICAL PROPERTIES,0.829946345
METALS VERTICAL/GEOGRAPHIC DISTRIBUTION,METALS,0.802084293
METAMORPHIC ROCKS,ROCKS/MINERALS/CRYSTALS,0.710254914
