Script_ID,Head_Entity_update,Tail_Entity_update
script_187038.txt,"Landsat Global Land Survey 2005, Landsat 5+7 scenes",Rename Image Bands
script_187038.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_187038.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_187038.txt,"Landsat Global Land Survey 2005, Landsat 5+7 scenes",Filter Image Collection By Date
script_187038.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Percentage Of Cloud Cover
script_187038.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Percentage Of Cloud Cover
script_187038.txt,"Landsat Global Land Survey 2005, Landsat 5+7 scenes",Computes Percentage Of Cloud Cover
script_187038.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Apply Threshold To Identify Water Surface
script_187038.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Apply Threshold To Identify Water Surface
script_187038.txt,"Landsat Global Land Survey 2005, Landsat 5+7 scenes",Apply Threshold To Identify Water Surface
script_187125.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Normalized Difference Water Index (NDWI)
script_187125.txt,"JRC Monthly Water History, v1.4",Otsu Thresholding
script_187131.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Create Image Composites To Minimize Cloud Cover
script_187131.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Calculate Normalized Burn Ratio (NBR) For Images
script_187137.txt,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,Temperature Calculation
script_187137.txt,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,Generate Time Series Charts Of Temperature Data
script_187137.txt,users/khoapv_vnuf/,Generate Time Series Charts Of Temperature Data
script_187226.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Mosaicking
script_187248.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_187248.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
script_187248.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Display Interactive Map
script_187248.txt,users/khoirurrizqi/,Display Interactive Map
script_187528.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Select Specific Polarization From Images
script_187530.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date
script_187532.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Export Processed Images To Drive
script_187533.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Select Specific Polarization From Images
script_187534.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date
script_187535.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Select Specific Polarization From Images
script_187582.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Cloud Masking
script_187582.txt,users/zolokiala/,Sampling Regions For Training Data
script_187582.txt,users/zolokiala/,Classify Images Based On Trained Model
script_187582.txt,users/zolokiala/,Generate Visualizations And Statistical Charts For Classification Results
script_187582.txt,users/zolokiala/,Export Processed Images To Google Drive
script_187582.txt,users/zolokiala/,Train And Apply SVM Classifier
script_187582.txt,users/zolokiala/,Error Matrix Computation
script_187585.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Compute Median Of NDVI
script_187585.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Export Processed Images To Drive
script_187585.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Principal Component Analysis (PCA)
script_187586.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Filter Image Collection By Month
script_187586.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Clip Images To A Specific Region
script_187586.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Export Processed Images To Google Drive
script_187586.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Principal Component Analysis (PCA)
script_187587.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Clip Images To A Specific Region
script_187587.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Export Processed Images To Google Drive
script_187587.txt,MOD13Q1.061 Terra Vegetation Indices 16-Day Global 250m,Principal Component Analysis (PCA)
script_187738.txt,USDA NASS Cropland Data Layers,Random Forest Classification
script_187749.txt,MOD13A1.061 Terra Vegetation Indices 16-Day Global 500m,Compute Median Of NDVI
script_187749.txt,MOD13A1.061 Terra Vegetation Indices 16-Day Global 500m,Generate Time Series Data For NDVI Changes
script_187749.txt,MOD13A1.061 Terra Vegetation Indices 16-Day Global 500m,Generate Time Series Charts For NDVI
script_187821.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classify And Visualize Burn Severity
script_187821.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculate Burned Area
script_187821.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Burn Severity And Area Data
script_187821.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Classify And Visualize Burn Severity
script_187821.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Burned Area
script_187821.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Burn Severity And Area Data
script_187822.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Clip Images To A Specific Region
script_187822.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculate Burned Area
script_187822.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Burn Severity And Area Data
script_187822.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_187822.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Burned Area
script_187822.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Burn Severity And Area Data
script_187825.txt,"FAO GAUL: Global Administrative Unit Layers 2015, Country Boundaries",Image Mosaicking
script_187825.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Mosaicking
script_187825.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculate Burned Area
script_187825.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Burn Severity And Area Data
script_187825.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Mosaicking
script_187825.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Burned Area
script_187825.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Burn Severity And Area Data
script_187888.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_187888.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_187888.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_187888.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Cloud Masking
script_187888.txt,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Image Cloud Masking
script_187888.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_187888.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Compute Median Of NDVI
script_187888.txt,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Compute Median Of NDVI
script_187895.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
script_187895.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
script_187895.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Images By Cloud Cover
script_187895.txt,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,Filter Images By Cloud Cover
script_188011.txt,projects/ee-kimiachenaary/assets/,Filter Image Collection By Bounds
script_188011.txt,projects/ee-kimiachenaary/assets/,Clip Images To A Specific Region
script_188011.txt,projects/ee-kimiachenaary/assets/,Visualize Temperature Data
script_188011.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Temperature Calculation
script_188011.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
script_188011.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Visualize Temperature Data
script_188030.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Cloud Masking
script_188030.txt,projects/ee-kimiachenaary/assets/,Filter Image Collection By Date And Region
script_188052.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Image Cloud Masking
script_188052.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Calculates Modified Normalized Difference Water Index (MNDWI)
script_188052.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Otsu Thresholding
script_188052.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,Water body Area Calculation
script_188052.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking
script_188052.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Modified Normalized Difference Water Index (MNDWI)
script_188052.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Otsu Thresholding
script_188052.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Export Processed Images
script_188052.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Water body Area Calculation
script_188052.txt,projects/ee-kimmmydanny/assets/,Otsu Thresholding
script_188052.txt,projects/ee-kimmmydanny/assets/,Water body Area Calculation
script_188068.txt,"JRC Global Surface Water Mapping Layers, v1.4",Mask Areas To Refine Flood Detection
script_188068.txt,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Estimate Population Affected By Flood
script_188073.txt,users/kimyrae1/,Mask Areas To Refine Flood Detection
script_188073.txt,users/kimyrae1/,Calculates Total Flooded Area In Hectares
script_188073.txt,users/kimyrae1/,Estimate Population Affected By Flood
script_188073.txt,users/kimyrae1/,Export Flood Extent
script_188073.txt,"JRC Global Surface Water Mapping Layers, v1.4",Mask Areas To Refine Flood Detection
script_188073.txt,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",Estimate Population Affected By Flood
script_188147.txt,users/kindgard/,Merge And Sort Image Collections
script_188147.txt,users/kindgard/Asia/,Clip Images To Specific Geographic Boundaries
script_188147.txt,users/kindgard/,Clip Images To Specific Geographic Boundaries
script_188147.txt,users/kindgard/,Calculate Spectral Indices And Ratios From Satellite Bands
script_188163.txt,users/kindgard/,Creates And Exports Image Mosaics
script_188163.txt,"JRC Global Surface Water Mapping Layers, v1.4",Mask Application
script_188182.txt,users/kindgard/,Filter Image Collection By Date And Boundaries
script_188182.txt,users/kindgard/,Create Image Composites To Minimize Cloud Cover
script_188182.txt,users/kindgard/,Visualize Data With Specific Color Palettes
script_188182.txt,users/ValeriaContessa/,Apply Masks To Classified Images
script_188190.txt,users/kindgard/,Merge And Sort Image Collections
script_188190.txt,users/kindgard/,Select Land Cover Types
script_188190.txt,users/kindgard/,Clip Images To Specific Geographic Boundaries
script_188190.txt,users/ValeriaContessa/,Clip Images To Specific Geographic Boundaries
script_188200.txt,users/kindgard/,Classify Images Based On Training Data
script_188217.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Cloud And Shade Masking
script_188217.txt,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Cloud And Shade Masking
script_188217.txt,"USGS Landsat 7 Level 2, Collection 2, Tier 1",Cloud And Shade Masking
script_188221.txt,ERA5-Land Monthly Aggregated - ECMWF Climate Reanalysis,Filter Image Collection By Date
script_188221.txt,ERA5-Land Monthly Aggregated - ECMWF Climate Reanalysis,Compute Mean Values
script_188378.txt,USDA NASS Cropland Data Layers,Define And Utilize Multiple Polygon Geometries For Analysis
script_188386.txt,USDA NASS Cropland Data Layers,Define And Utilize Multiple Polygon Geometries For Analysis
script_188389.txt,USDA NASS Cropland Data Layers,Define And Utilize Multiple Polygon Geometries For Analysis
script_188397.txt,MCD64A1.061 MODIS Burned Area Monthly Global 500m,Layer Addition To Map
script_188401.txt,GFS: Global Forecast System 384-Hour Predicted Atmosphere Data,Filter Image Collection By Date
script_188401.txt,GFS: Global Forecast System 384-Hour Predicted Atmosphere Data,Clip Images To A Specific Region
script_188412.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_188412.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_188412.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
script_188412.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
script_188413.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_188413.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_188413.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
script_188413.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_188413.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
script_188414.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_188414.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
script_188414.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_188414.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Emissivity Calculation
script_188419.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
script_188419.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
script_188419.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
script_188454.txt,Sentinel-2: Cloud Probability,Image Cloud Masking
script_188454.txt,Sentinel-2: Cloud Probability,Computes Percentage Of Cloud Cover
script_188455.txt,users/kitmyfaceplease2/,Filter Image Collection By Date And Region
script_188455.txt,users/kitmyfaceplease2/,Count Cloud Probability Occurrences
script_188455.txt,users/kitmyfaceplease2/,Export Processed Images To Google Drive
script_188455.txt,projects/ee-kitmyfaceplease2/assets/,Filter Image Collection By Date And Region
script_188455.txt,projects/ee-kitmyfaceplease2/assets/,Count Cloud Probability Occurrences
script_188455.txt,projects/ee-kitmyfaceplease2/assets/,Export Processed Images To Google Drive
script_188455.txt,Sentinel-2: Cloud Probability,Filter Image Collection By Date And Region
script_188455.txt,Sentinel-2: Cloud Probability,Count Cloud Probability Occurrences
script_188455.txt,Sentinel-2: Cloud Probability,Export Processed Images To Google Drive
script_188458.txt,Sentinel-2: Cloud Probability,Filter Image Collection By Date And Region
script_188458.txt,Sentinel-2: Cloud Probability,Computes Percentage Of Cloud Cover
script_188458.txt,Sentinel-2: Cloud Probability,Export Processed Images To Google Drive
script_188458.txt,projects/ee-kitmyfaceplease2/assets/,Filter Image Collection By Date And Region
script_188458.txt,users/kitmyfaceplease2/,Export Processed Images To Google Drive
script_188502.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date
script_188502.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Apply Threshold To Identify Water Surface
script_188502.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Water body Area Calculation
script_188502.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Generate Time Series Charts Of Water Area
script_188509.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Filter Image Collection By Date And Region
script_188511.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Filter Image Collection By Date And Region
