ID,Script_ID,Entity_Type,Value,Value_BAAI
341,script_186466.txt,Function,Visualize temporal changes in forest cover,Visualize Changes In Forest Cover Over Time
342,script_186503.txt,Function,Filter image collection by polarization and orbit properties,Filter Image Collection By Cloud Coverage
343,script_186503.txt,Function,Map function to compute ratio and difference of VV and VH polarizations,Cross-Polarization Calculation
344,script_186503.txt,Function,Apply refined Lee speckle filter to reduce noise,Refined Lee Speckle Filtering
345,script_186503.txt,Function,Convert radar backscatter from dB to natural units,Convert Radar Backscatter
346,script_186503.txt,Function,Classify image into land cover types using CART algorithm,Remapping Land Cover Classes
347,script_186503.txt,Function,Visualize original and processed imagery on map,Visualize The Processed Data
348,script_186507.txt,Function,Filters Landsat image collections by date and region,Filter Image Collection By Date And Region
349,script_186507.txt,Function,Applies cloud and shadow masking to images,Cloud And Shade Masking
350,script_186507.txt,Function,Calculates vegetation indices like NDVI and NBR,Computes Normalized Difference Vegetation Index (NDVI)
351,script_186507.txt,Function,Creates annual composite images using median or medoid methods,Create Median Composite Of Images
352,script_186507.txt,Function,Exports processed images to Earth Engine assets,Export Processed Images
353,script_186521.txt,Function,Mask clouds and shadows in satellite images,Image Cloud Masking
354,script_186521.txt,Function,Calculate median of images to create composites,Create Median Composite Of Images
355,script_186521.txt,Function,Classify land cover using random forest algorithm,Random Forest Classification
356,script_186521.txt,Function,Detect changes by comparing pre and post-fire images,Detect Changes By Comparing Pre- And Post-Fire Images
357,script_186521.txt,Function,Calculate Normalized Burn Ratio (NBR) to assess fire severity,Calculate dNBR For Fire Severity
358,script_186521.txt,Function,Evaluate classification accuracy with confusion matrix,Evaluate Classifier Performance Using Confusion Matrix
359,script_186521.txt,Function,Perform spectral differencing to measure changes,Performs Image Differencing To Compare Changes
360,script_186528.txt,Function,"Filter image collection by polarization, pass direction, mode, date, and region",Filter Image Collection By Date And Region
361,script_186528.txt,Function,Apply speckle noise reduction technique to radar images,Speckle Noise Reduction
362,script_186528.txt,Function,Generate image composites and calculate statistical differences,Generate Image Composites
363,script_186528.txt,Function,Sample image properties for training data from labeled polygons,Feature Sampling For Training
364,script_186528.txt,Function,Train a classifier and classify images based on radar bands,Classify Images Based On Trained Model
365,script_186528.txt,Function,Visualize processed and classified images on a map,Visualize The Processed Data
366,script_186540.txt,Function,Filter satellite images by date and geographic bounds,Filter Image Collection By Date And Boundaries
367,script_186540.txt,Function,Apply cloud masking to satellite images,Image Cloud Masking
368,script_186540.txt,Function,Calculate NDVI from near-infrared and red bands,Add NDVI Band To Images
369,script_186540.txt,Function,Aggregate NDVI over time and compare forested vs. non-forested areas,Visualize Changes In Forest Cover Over Time
370,script_186540.txt,Function,Visualize median NDVI values on a map,Compute Median Of NDVI
371,script_186540.txt,Function,Generate time series data for NDVI changes,Generate Time Series Data For NDVI Changes
372,script_186548.txt,Function,Mask images based on angle values,Image Masking
373,script_186548.txt,Function,Filter images by wind conditions,Filter Images by wind conditions
374,script_186548.txt,Function,Apply refined Lee filter for speckle reduction,Refined Lee Speckle Filtering
375,script_186548.txt,Function,Convert radar backscatter from sigma to gamma,Convert Radar Backscatter
376,script_186548.txt,Function,Detect water using edge detection and thresholding,Apply Threshold To Identify Water Surface
377,script_186562.txt,Function,Filter images by date and area,Filter Images By Date And Region
378,script_186562.txt,Function,Sort images by acquisition time,Sort Images By Acquisition Time
379,script_186562.txt,Function,Calculate NDVI index for vegetation analysis,Computes Normalized Difference Vegetation Index (NDVI)
380,script_186562.txt,Function,Calculate NBR index for burn severity,Calculate dNBR For Fire Severity
381,script_186562.txt,Function,Export images to drive,Export Processed Images To Drive
382,script_186562.txt,Function,Visualize changes in forest cover over time,Visualize Changes In Forest Cover Over Time
383,script_186570.txt,Function,Filter image collection by date and area,Filter Image Collection By Date And Region
384,script_186570.txt,Function,Sort image collection by time,Sort Image Collection By Time
385,script_186570.txt,Function,Calculate normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
386,script_186570.txt,Function,Calculate normalized burn ratio (NBR),Calculate Normalized Burn Ratio (NBR) For Images
387,script_186570.txt,Function,Create and export image mosaic,Creates And Exports Image Mosaics
388,script_186570.txt,Function,Export image properties to a CSV file,Export Selected Image
389,script_186601.txt,Function,Filters image collection by polarization and date,Filter Image Collection By Date
390,script_186601.txt,Function,Filters image collection by spatial bounds,Filter Image Collection By Bounds
391,script_186601.txt,Function,Creates composite images using mean values,Create Median Composite Of Images
392,script_186601.txt,Function,Exports image and image properties to Google Drive,Export Processed Images To Google Drive
393,script_186601.txt,Function,Displays composite image on a map,Displays Composite Image
394,script_186601.txt,Function,Generates linked map visualizations for change detection,Link Maps For Synchronized Viewing
395,script_186605.txt,Function,Filter image collection by date and area,Filter Image Collection By Date And Region
396,script_186605.txt,Function,Sort image collection by start time,Sort Images By Start Time
397,script_186605.txt,Function,Calculate normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
398,script_186605.txt,Function,Calculate normalized burn ratio (NBR),Calculate Normalized Burn Ratio (NBR) For Images
399,script_186605.txt,Function,Create image mosaics,Image Mosaicking
400,script_186605.txt,Function,Export image properties to a CSV file,Export Selected Image
401,script_186605.txt,Function,Export image mosaics and individual scenes,Creates And Exports Image Mosaics
402,script_186607.txt,Function,Select specific bands from image collections,Select Specific Bands From Images
403,script_186607.txt,Function,Calculate normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
404,script_186607.txt,Function,Calculate normalized burn ratio (NBR),Calculate Normalized Burn Ratio (NBR) For Images
405,script_186607.txt,Function,Visualize changes using image mosaics,Visualize Temporal changes
406,script_186607.txt,Function,Map visualization with custom labels and styles,Map Visualization Of Feature Collection
407,script_186815.txt,Function,Filter image collection by date and cloud cover,Filter Images By Cloud Cover
408,script_186815.txt,Function,Sort image collection by start time,Sort Images By Start Time
409,script_186815.txt,Function,Calculate NDVI for images,Compute Median Of NDVI
410,script_186815.txt,Function,Calculate NBR for images,Calculate Normalized Burn Ratio (NBR) For Images
411,script_186815.txt,Function,Create and export image mosaic,Creates And Exports Image Mosaics
