Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update
140,script_15043.txt,users/abuhafsgaa/Makarfi,Be_Acted_On,Visualize classified images on map,users/abuhafsgaa/,Visualize Classified Data And Indices
141,script_15043.txt,users/abuhafsgaa/ALLsample,Be_Acted_On,Sample regions from images for training data,users/abuhafsgaa/,Sampling Regions For Training Data
142,script_15043.txt,users/abuhafsgaa/ALLsample,Be_Acted_On,Split data into training and testing sets,users/abuhafsgaa/,Split Data Into Training And Testing Sets
143,script_15043.txt,users/abuhafsgaa/ALLsample,Be_Acted_On,Train Random Forest and CART classifiers,users/abuhafsgaa/,Training CART Classifier
144,script_15043.txt,users/abuhafsgaa/ALLsample,Be_Acted_On,Calculate variable importance for features,users/abuhafsgaa/,Feature Importance Calculation
145,script_15043.txt,users/abuhafsgaa/ALLsample,Be_Acted_On,Classify images using trained classifiers,users/abuhafsgaa/,Classify Images Based On Trained Model
146,script_15043.txt,users/abuhafsgaa/ALLsample,Be_Acted_On,Generate confusion matrices for accuracy assessment,users/abuhafsgaa/,Generating Confusion Matrix
147,script_15043.txt,users/abuhafsgaa/ALLsample,Be_Acted_On,Visualize classified images on map,users/abuhafsgaa/,Visualize Classified Data And Indices
148,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,Be_Acted_On,Sample regions from images for training data,users/abuhafsgaa/,Sampling Regions For Training Data
149,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,Be_Acted_On,Sample regions from images for training data,users/abuhafsgaa/,Sampling Regions For Training Data
150,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,Be_Acted_On,Train Random Forest and CART classifiers,users/abuhafsgaa/,Training CART Classifier
151,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,Be_Acted_On,Train Random Forest and CART classifiers,users/abuhafsgaa/,Training CART Classifier
152,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,Be_Acted_On,Classify images using trained classifiers,users/abuhafsgaa/,Classify Images Based On Trained Model
153,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,Be_Acted_On,Classify images using trained classifiers,users/abuhafsgaa/,Classify Images Based On Trained Model
154,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,Be_Acted_On,Generate confusion matrices for accuracy assessment,users/abuhafsgaa/,Generating Confusion Matrix
155,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,Be_Acted_On,Generate confusion matrices for accuracy assessment,users/abuhafsgaa/,Generating Confusion Matrix
156,script_15043.txt,users/abuhafsgaa/DATASET_COMPOSITION_2017_21,Be_Acted_On,Visualize classified images on map,users/abuhafsgaa/,Visualize Classified Data And Indices
157,script_15043.txt,users/abuhafsgaa/TEST_SAR_2017_DATASET_BOXCAR,Be_Acted_On,Visualize classified images on map,users/abuhafsgaa/,Visualize Classified Data And Indices
158,script_155017.txt,MODIS/006/MOD11A1,Be_Acted_On,Filter image collection by geographical bounds,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Bounds
159,script_155017.txt,MODIS/006/MOD11A1,Be_Acted_On,Filter image collection by date range,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Filter Image Collection By Date
160,script_155017.txt,MODIS/006/MOD11A1,Be_Acted_On,Clip images to a specific geographical area,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Clip Images To A Specific Region
161,script_155017.txt,MODIS/006/MOD11A1,Be_Acted_On,Select specific data band from images,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Select Specific Bands From Images
162,script_155017.txt,MODIS/006/MOD11A1,Be_Acted_On,Scale and adjust temperature values,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Scaling index/indices values
163,script_155017.txt,MODIS/006/MOD11A1,Be_Acted_On,Calculate mean temperature for defined regions,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Temperature Calculation
164,script_155017.txt,MODIS/006/MOD11A1,Be_Acted_On,Format and structure data for export,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Convert And Format Spatial Data For Export
165,script_155017.txt,MODIS/006/MOD11A1,Be_Acted_On,Export data table to CSV format,MOD11A1.061 Terra Land Surface Temperature and Emissivity Daily Global 1km,Export Sampled Data
166,script_159299.txt,COPERNICUS/S2,Be_Acted_On,Filter satellite images by location and cloud percentage,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Images By Cloud Cover
167,script_159299.txt,COPERNICUS/S2,Be_Acted_On,Calculate median of filtered images,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Median Of Image Collection
168,script_159299.txt,COPERNICUS/S2,Be_Acted_On,Clip the median image to a specific region,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Clip Images To A Specific Region
169,script_159299.txt,COPERNICUS/S2,Be_Acted_On,Sample image regions for classifier training,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sampling Regions For Classifier Training
170,script_159299.txt,COPERNICUS/S2,Be_Acted_On,Train a classification model on image data,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classify Images Based On Trained Model
171,script_159299.txt,COPERNICUS/S2,Be_Acted_On,Classify image based on trained model,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classify Images Based On Trained Model
172,script_159299.txt,COPERNICUS/S2,Be_Acted_On,Export classified image to drive,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Exporting Classified Images
173,script_159299.txt,users/jannat/gujratCityExt,Be_Acted_On,Clip the median image to a specific region,users/jannat/,Clip Images To A Specific Region
174,script_159299.txt,users/jannat/gujratCityExt,Be_Acted_On,Merge feature collections for training data,users/jannat/,Merge Feature Collections For Training Data
175,script_159299.txt,users/jannat/gujratCityExt,Be_Acted_On,Sample image regions for classifier training,users/jannat/,Sampling Regions For Classifier Training
176,script_159299.txt,users/jannat/gujratCityExt,Be_Acted_On,Train a classification model on image data,users/jannat/,Classify Images Based On Trained Model
177,script_159299.txt,users/jannat/gujratCityExt,Be_Acted_On,Classify image based on trained model,users/jannat/,Classify Images Based On Trained Model
178,script_159299.txt,users/jannat/gujratCityExt,Be_Acted_On,Export classified image to drive,users/jannat/,Exporting Classified Images
179,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Filters MODIS images by year,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Filter Images By Year
180,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Applies cloud masking to MODIS images,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Image Cloud Masking
181,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Scales MODIS image values,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Scaling Image Values
182,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Calculates NDVI and adds it as a band,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add NDVI Band To Images
183,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Extracts and adds date information as a band,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add Date Bands To Images
184,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Extracts and adds month information as a band,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add Date Bands To Images
185,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Extracts and adds day of year information as a band,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add Date Bands To Images
186,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Selects the pixel with the highest NDVI value,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Add NDVI Band To Images
187,script_165234.txt,MODIS/006/MOD09GA,Be_Acted_On,Displays NDVI and other indices on a map,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Visualize NDVI And Date Information
188,script_165234.txt,users/giswqs/public/countries,Be_Acted_On,Displays NDVI and other indices on a map,users/giswqs/public/,Visualize NDVI And Date Information
189,script_173652.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filter and mask satellite images for clouds and shadows,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking
190,script_173652.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculate median values of filtered images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
191,script_173652.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Clip processed images to area of interest,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
192,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,Be_Acted_On,Run LandTrendr algorithm for change detection,users/jrmancerafGEE/,Run Algorithm For Change Detection
193,script_173652.txt,users/jrmancerafGEE/PTS_SUB_AE_1055,Be_Acted_On,Run LandTrendr algorithm for change detection,users/jrmancerafGEE/,Run Algorithm For Change Detection
194,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,Be_Acted_On,Visualize changes using dynamic color mapping,users/jrmancerafGEE/,Visualize Temporal changes
195,script_173652.txt,users/jrmancerafGEE/PTS_SUB_AE_1055,Be_Acted_On,Visualize changes using dynamic color mapping,users/jrmancerafGEE/,Visualize Temporal changes
196,script_173652.txt,users/jrmancerafGEE/POL_SUB_AE_1055,Be_Acted_On,Export change detection results to Google Drive,users/jrmancerafGEE/,Export Processed Data To Google Drive
197,script_173652.txt,users/jrmancerafGEE/PTS_SUB_AE_1055,Be_Acted_On,Export change detection results to Google Drive,users/jrmancerafGEE/,Export Processed Data To Google Drive
198,script_174376.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Filter image collection by date range,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Date
199,script_174376.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Create cloud-free composite images,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Create Image Composites To Minimize Cloud Cover
200,script_174376.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Sample regions for classifier training,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Sampling Regions For Classifier Training
201,script_174376.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Train Random Forest classifier,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Train And Apply Random Forest Classifier
202,script_174376.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Classify images based on trained classifier,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Classify Images Based On Trained Model
203,script_174376.txt,LANDSAT/LC08/C01/T1,Be_Acted_On,Calculate and display classifier accuracy,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,Calculate Detection Accuracy
204,script_174474.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Filters images by cloud cover percentage,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Images By Cloud Cover
205,script_174474.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Filters images by date range,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Images By Date
206,script_174474.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Applies cloud and shadow masking to images,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Cloud And Shade Masking
207,script_174474.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Calculates median of image collection,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Calculates Median Of Image Collection
208,script_174474.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Clips images to a specific geometry,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Clip Images To A Specific Region
209,script_174474.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Calculates NDVI for each image,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Compute Median Of NDVI
210,script_174474.txt,LANDSAT/LT05/C01/T1_SR,Be_Acted_On,Adds NDVI band to images,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Add NDVI Band To Images
211,script_174747.txt,USDOS/LSIB_SIMPLE/2017,Be_Acted_On,Filter dataset by country name,"LSIB 2017: Large Scale International Boundary Polygons, Simplified",Filter Images By Region
212,script_174747.txt,users/juanjoseromeroacm21/MORELIA,Be_Acted_On,Map visualization of feature collection,users/juanjoseromeroacm21/,Map Visualization Of Feature Collection
213,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,Be_Acted_On,Map visualization of feature collection,users/juanjoseromeroacm21/,Map Visualization Of Feature Collection
214,script_174747.txt,users/juanjoseromeroacm21/MORELIA,Be_Acted_On,Generate time series chart of temperature,users/juanjoseromeroacm21/,Generate Time Series Charts Of Temperature Data
215,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,Be_Acted_On,Generate time series chart of temperature,users/juanjoseromeroacm21/,Generate Time Series Charts Of Temperature Data
216,script_174747.txt,users/juanjoseromeroacm21/MORELIA,Be_Acted_On,Calculate mean temperature over time,users/juanjoseromeroacm21/,Temperature Calculation
217,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,Be_Acted_On,Calculate mean temperature over time,users/juanjoseromeroacm21/,Temperature Calculation
218,script_174747.txt,users/juanjoseromeroacm21/MORELIA,Be_Acted_On,Export temperature data to Drive,users/juanjoseromeroacm21/,Export Processed Data To Drive
219,script_174747.txt,users/juanjoseromeroacm21/michoacan_state,Be_Acted_On,Export temperature data to Drive,users/juanjoseromeroacm21/,Export Processed Data To Drive
220,script_174747.txt,MODIS/MOD11A2,Be_Acted_On,Filter image collection by date,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,Filter Image Collection By Date
221,script_174747.txt,MODIS/MOD11A2,Be_Acted_On,Scale and convert temperature data,MOD11A2.061 Terra Land Surface Temperature and Emissivity 8-Day Global 1km,Unit Conversion For Temperature Data
222,script_176914.txt,LANDSAT/LT05/C02/T1_L2,Be_Acted_On,Filters satellite images by location and date,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Filter Images By Date And Region
223,script_176914.txt,LANDSAT/LT05/C02/T1_L2,Be_Acted_On,Sorts images by cloud cover and selects the first,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Sort Image Collections By Cloud Cover
224,script_176914.txt,LANDSAT/LT05/C02/T1_L2,Be_Acted_On,Samples regions for classifier training,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Sampling Regions For Classifier Training
225,script_176914.txt,LANDSAT/LT05/C02/T1_L2,Be_Acted_On,Trains a classification model,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Trains And Applies Classifier
226,script_176914.txt,LANDSAT/LT05/C02/T1_L2,Be_Acted_On,Classifies satellite images based on trained model,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Classify Images Based On Trained Model
227,script_176914.txt,LANDSAT/LT05/C02/T1_L2,Be_Acted_On,Calculates area for each land cover type,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Calculates And Displays Area For Each Land Cover Category
228,script_176914.txt,LANDSAT/LT05/C02/T1_L2,Be_Acted_On,Performs accuracy assessment of classification,"USGS Landsat 5 Level 2, Collection 2, Tier 1",Accuracy Assessment
229,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Apply cloud mask to satellite images,users/KARTIKA_EAA/,Image Cloud Masking
230,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Filter image collection by date and region,users/KARTIKA_EAA/,Filter Image Collection By Date And Region
231,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Calculate median of image collection,users/KARTIKA_EAA/,Calculates Median Of Image Collection
232,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Clip processed image to specific geometry,users/KARTIKA_EAA/,Clip Images To Specific Geographic Boundaries
233,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Calculate normalized difference vegetation index (NDVI),users/KARTIKA_EAA/,Computes Normalized Difference Vegetation Index (NDVI)
234,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Select thermal band and scale values,users/KARTIKA_EAA/,Selects Temperature Data
235,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Calculate fractional vegetation (FV),users/KARTIKA_EAA/,Fractional Vegetation Calculation
236,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Compute emissivity from NDVI,users/KARTIKA_EAA/,Compute Median Of NDVI
237,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Calculate land surface temperature using thermal band and emissivity,users/KARTIKA_EAA/,Derive Land Surface Temperature Using Thermal Properties
238,script_179626.txt,users/KARTIKA_EAA/Semarang,Be_Acted_On,Display results on map with visualization parameters,users/KARTIKA_EAA/,Visualize The Processed Data
239,script_179626.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Apply cloud mask to satellite images,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Image Cloud Masking
240,script_179626.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Filter image collection by date and region,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Region
241,script_179626.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculate median of image collection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
